	reactions	name	reaction	gene reaction rule	subsystem	spontaneous	proteomic evidence (#studies)	references	notes
2031	GLNTHRNaEx	L-glutamine/L-threonine Na-dependent exchange (Gln-L in)	gln__L_e + na1_e + thr__L_c --> gln__L_c + na1_c + thr__L_e	SLC1A5	Transport, extracellular	0	SLC1A5 (6)	pubmed:6109287	
2032	GLNtec	L-glutamine transport via facilitated diffusion	gln__L_c <=> gln__L_e	SLC43A1 or SLC43A2	Transport, extracellular	0	SLC43A1 (11);SLC43A2 (12)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2033	GLUNaHKtex	L-glutamate uptake via Na+:H+ symport and K+ antiport	glu__L_e + h_e + k_c + 3.0 na1_e --> glu__L_c + h_c + k_e + 3.0 na1_c	SLC1A1	Transport, extracellular	0		pubmed:22389252	
2034	GLUte	Efflux of glutamate via facilited diffusion	glu__L_c --> glu__L_e	SLC22A7 or LRRC8A	Transport, extracellular	0	LRRC8A (1)		
2035	GLXCLtex	Transport of glyoxylate via chloride antiport	cl_e + glx_c <=> cl_c + glx_e	SLC4A1	Transport, extracellular	0	SLC4A1 (18)	pubmed:34669510;pubmed:6049869	
2036	GLYADMARGNaEx	L-glycine/Asymmetric N(omega),N(omega)-dimethyl-L-arginine Na-dependent exchange (Gly in)	admarg__L_c + gly_e + na1_e --> admarg__L_e + gly_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7320944;pubmed:7915653	N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine
2037	GLYARGNaEx	L-glycine/L-arginine Na-dependent exchange (Gly in)	arg__L_c + gly_e + na1_e --> arg__L_e + gly_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653	
2038	GLYCITRNaEx	L-glycine/L-citrulline Na-dependent exchange (Gly in)	citr__L_c + gly_e + na1_e --> citr__L_e + gly_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653	
2039	GLYCLTt2	Glycolate transport via proton symport	glyclt_c + h_c <=> glyclt_e + h_e	SLC16A1 and BSG	Transport, extracellular	0	BSG (16);SLC16A1 (13)	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015	
2040	GLYCTCLtex	Transport of glyoxylate via chloride antiport	cl_e + glyclt_c <=> cl_c + glyclt_e	SLC4A1	Transport, extracellular	0	SLC4A1 (18)	pubmed:34669510	
2041	GLYC_Rt	(R)-glycerate transport	glyc__R_c --> glyc__R_e		Transport, extracellular	0		pubmed:12125098;pubmed:16198644;pubmed:26546809	
2042	GLYC_St	(S)-glycerate transport	glyc__S_c --> glyc__S_e		Transport, extracellular	0		pubmed:16198644;pubmed:26546809	
2043	GLYCt	Transport of glycerol	glyc_c <=> glyc_e	AQP3	Transport, extracellular	0	AQP3 (5)	pubmed:30659792;pubmed:33633837;pubmed:5792244;pubmed:9525951	
2044	GLYLYSNaEx	L-glycine/L-arginine Na-dependent exchange (Gly in)	gly_e + lys__L_c + na1_e --> gly_c + lys__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653	
2045	GLYMMARGNaEx	L-glycine/N(omega)-methyl-L-arginine Na-dependent exchange (Gly in)	gly_e + mmarg__L_c + na1_e --> gly_c + mmarg__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653;pubmed:9279204	N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine
2046	GLYORNNaEx	L-glycine/L-ornithine Na-dependent exchange (Gly in)	gly_e + na1_e + orn__L_c --> gly_c + na1_c + orn__L_e	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7320944;pubmed:7915653	
2047	GLY_Cl_2Nat	Glycine transport via Na:Cl cotransport(2:1:1)	cl_e + gly_e + 2.0 na1_e --> cl_c + gly_c + 2.0 na1_c	SLC6A9	Transport, extracellular	0		pubmed:2703819;pubmed:7320944;pubmed:7915653	
2048	GLY_Cltex	Glycine anion:H+ cotransport via chloride antiport	cl_c + gly_e <=> cl_e + gly_c	SLC4A1	Transport, extracellular	0	SLC4A1 (18)	pubmed:1659210;pubmed:34669510;pubmed:7320944	
2049	GLYtec	Glycine transport via facilitated diffusion (extracellular to cytosol)	gly_c <=> gly_e	SLC43A1 or SLC43A2	Transport, extracellular	0	SLC43A1 (11);SLC43A2 (12)	pubmed:32318874;pubmed:7055559;pubmed:7320944;pubmed:7915653	
2050	GSNt	Guanosine transport via facilitated diffusion	gsn_c <=> gsn_e	SLC29A1	Transport, extracellular	0	SLC29A1 (17)	pubmed:27759477;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262	
2051	GTHNOABCte	ATP-binding Cassette (ABC) export of S-nitrosoglutathione	atp_c + gthno_c + h2o_c --> adp_c + gthno_e + h_c + pi_c	RALBP1 or ABCC4 or ABCC1 or ABCC10	Transport, extracellular	0	ABCC1 (10);ABCC10 (1);ABCC4 (16);RALBP1 (1)	pubmed:11437348;pubmed:16023102;pubmed:16364236;pubmed:17710652;pubmed:27156251	
2052	GTHOXABCte	ATP-binding Cassette (ABC) export of oxidized glutathione	atp_c + gthox_c + h2o_c --> adp_c + gthox_e + h_c + pi_c	RALBP1 or ABCC4 or ABCC1 or ABCC10	Transport, extracellular	0	ABCC1 (10);ABCC10 (1);ABCC4 (16);RALBP1 (1)	pubmed:11437348;pubmed:16364236;pubmed:17710652;pubmed:20498365;pubmed:5773294	
2053	GUAt	Guanine transport via facilitated diffusion	gua_c <=> gua_e	SLC29A1 or SLC43A3	Transport, extracellular	0	SLC29A1 (17);SLC43A3 (9)	pubmed:26455426;pubmed:27759477;pubmed:3379069;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262	
2054	H2O2t	Transport of hydrogen peroxide	h2o2_c <=> h2o2_e	AQP1 or AQP3	Transport, extracellular	0	AQP1 (17);AQP3 (5)	pubmed:36643550	
2055	H2Ot	Transport of H2O	h2o_c <=> h2o_e	AQP1 or AQP3	Transport, extracellular	0	AQP1 (17);AQP3 (5)	pubmed:19540949;pubmed:30659792;pubmed:33633837;pubmed:36643550;pubmed:6199982;pubmed:8576117;pubmed:9525951	
2056	H2SUCCt	Transport of succinate via proton symport	2.0 h_c + succ_c <=> 2.0 h_e + succ_e	SLC16A1 and BSG	Transport, extracellular	0	BSG (16);SLC16A1 (13)	pubmed:32946811	Protonated succinate can be transported via monocarboxylate transporter.
2057	H2St	Transport of hydrogen suflide via passive diffusion	h2s_c <=> h2s_e		Transport, extracellular	0		pubmed:23864610	
2058	HCO3_Cltex	Bicarbonate transport (Cl-/HCO3- exchange)	cl_c + hco3_e --> cl_e + hco3_c	SLC4A1 or SLC4A2	Transport, extracellular	0	SLC4A1 (18);SLC4A2 (2)	pubmed:19540949	
2059	HCYSADMARGNaEx	L-homocysteine/Asymmetric N(omega),N(omega)-dimethyl-L-arginine Na-dependent exchange (Cys-L in)	admarg__L_c + hcys__L_e + na1_e --> admarg__L_e + hcys__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653	Homocysteine shares carrier systems with cysteine. N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine
2060	HCYSALANaEx	L-homocysteine/L-alanine Na-dependent exchange (Cys-L in)	ala__L_c + hcys__L_e + na1_e --> ala__L_e + hcys__L_c + na1_c	SLC1A4	Transport, extracellular	0	SLC1A4 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064	Homocysteine shares carrier systems with cysteine
2061	HCYSARGNaEx	L-homocysteine/L-arginine Na-dependent exchange (Cys-L in)	arg__L_c + hcys__L_e + na1_e --> arg__L_e + hcys__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653	Homocysteine shares carrier systems with cysteine
2062	HCYSCITRNaEx	L-homocysteine/L-citrulline Na-dependent exchange (Cys-L in)	citr__L_c + hcys__L_e + na1_e --> citr__L_e + hcys__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653	Homocysteine shares carrier systems with cysteine
2063	HCYSLYSNaEx	L-homocysteine/L-arginine Na-dependent exchange (Cys-L in)	hcys__L_e + lys__L_c + na1_e --> hcys__L_c + lys__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653	Homocysteine shares carrier systems with cysteine
2064	HCYSMMARGNaEx	L-homocysteine/N(omega)-methyl-L-arginine Na-dependent exchange (Cys-L in)	hcys__L_e + mmarg__L_c + na1_e --> hcys__L_c + mmarg__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7915653;pubmed:9279204	Homocysteine shares carrier systems with cysteine. N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine.
2065	HCYSORNNaEx	L-proline/L-ornithine Na-dependent exchange (Pro-L in)	hcys__L_e + na1_e + orn__L_c --> hcys__L_c + na1_c + orn__L_e	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653	Homocysteine shares carrier systems with cysteine
2066	HCYSSERNaEx	L-homocysteine/L-serine Na-dependent exchange (Cys-L in)	hcys__L_e + na1_e + ser__L_c --> hcys__L_c + na1_c + ser__L_e	SLC1A4	Transport, extracellular	0	SLC1A4 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064	Homocysteine shares carrier systems with cysteine
2067	HCYSTHRNaEx	L-homocysteine/L-threonine Na-dependent exchange (Cys-L in)	hcys__L_e + na1_e + thr__L_c --> hcys__L_c + na1_c + thr__L_e	SLC1A4	Transport, extracellular	0	SLC1A4 (1)	pubmed:1623596;pubmed:32318874;pubmed:36671064	Homocysteine shares carrier systems with cysteine
2068	HCYSte	L-homocysteine transport via facilitated diffusion (extracellular to cytosol)	hcys__L_c <=> hcys__L_e	SLC43A1 or SLC43A2	Transport, extracellular	0	SLC43A1 (11);SLC43A2 (12)	pubmed:1623596;pubmed:32318874;pubmed:36671064;pubmed:7055559;pubmed:7240192;pubmed:7915653	Homocysteine shares carrier systems with cysteine
2069	HDHA10te	Transport of 10-HDHA via diffusion	hdha10_c <=> hdha10_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2070	HDHA11te	Transport of 11-HDHA via diffusion	hdha11_c <=> hdha11_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2071	HDHA13te	Transport of 13-HDHA via diffusion	hdha13_c <=> hdha13_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2072	HDHA14te	Transport of 14-HDHA via diffusion	hdha14_c <=> hdha14_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2073	HDHA16te	Transport of 16-HDHA via diffusion	hdha16_c <=> hdha16_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2074	HDHA17te	Transport of 17-HDHA via diffusion	hdha17_c <=> hdha17_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2075	HDHA20te	Transport of 20-HDHA via diffusion	hdha20_c <=> hdha20_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2076	HDHA4te	Transport of 4-HDHA via diffusion	hdha4_c <=> hdha4_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2077	HDHA7te	Transport of 7-HDHA via diffusion	hdha7_c <=> hdha7_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2078	HDHA8te	Transport of 8-HDHA via diffusion	hdha8_c <=> hdha8_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2079	HEMATINABCte	ATP-binding Cassette (ABC) export of hematin	atp_c + h2o_c + hematin_c --> adp_c + h_c + hematin_e + pi_c	ABCB6 or ABCG2	Transport, extracellular	0	ABCB6 (18);ABCG2 (15)	pubmed:17661442;pubmed:20705604;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458	
2080	HEPE11te	Transport of 11-HEPE via diffusion	hepe11_c <=> hepe11_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2081	HEPE12te	Transport of 12-HEPE via diffusion	hepe12_c <=> hepe12_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2082	HEPE15te	Transport of 15-HEPE via diffusion	hepe15_c <=> hepe15_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2083	HEPE18te	Transport of 18-HEPE via diffusion	hepe18_c <=> hepe18_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2084	HEPE5te	Transport of 5-HEPE via diffusion	hepe5_c <=> hepe5_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2085	HEPE8te	Transport of 8-HEPE via diffusion	hepe8_c <=> hepe8_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2086	HEPE9te	Transport of 9-HEPE via diffusion	hepe9_c <=> hepe9_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2087	HETE11te	Transport of 11-HETE via diffusion	hete11_c <=> hete11_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2088	HETE12te	Transport of 12-HETE via diffusion	hete12_c <=> hete12_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2089	HETE15te	Transport of 15-HETE via diffusion	hete15_c <=> hete15_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2090	HETE5te	Transport of 5-HETE via diffusion	hete5_c <=> hete5_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2091	HETE8te	Transport of 8-HETE via diffusion	hete8_c <=> hete8_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2092	HETE9te	Transport of 9-HETE via diffusion	hete9_c <=> hete9_e		Transport, extracellular	0		pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:27514704;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2093	HISADMARGNaEx	L-histidine/Asymmetric N(omega),N(omega)-dimethyl-L-arginine Na-dependent exchange (His-L in)	admarg__L_c + his__L_e + na1_e --> admarg__L_e + his__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653	N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine
2094	HISARGNaEx	L-histidine/L-arginine Na-dependent exchange (His-L in)	arg__L_c + his__L_e + na1_e --> arg__L_e + his__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2095	HISCITRNaEx	L-histidine/L-citrulline Na-dependent exchange (His-L in)	citr__L_c + his__L_e + na1_e --> citr__L_e + his__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2096	HISCITRtex	L-histidine/L-citrulline exchange	citr__L_c + his__L_e <=> citr__L_e + his__L_c	(SLC7A6 and SLC3A2) or SLC7A1	Transport, extracellular	0	SLC3A2 (4);SLC7A1 (7);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2097	HISLYSNaEx	L-histidine/L-arginine Na-dependent exchange (His-L in)	his__L_e + lys__L_c + na1_e --> his__L_c + lys__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2098	HISLYStex	L-lysine/L-histidine exchange	his__L_c + lys__L_e <=> his__L_e + lys__L_c	(SLC7A6 and SLC3A2) or SLC7A1	Transport, extracellular	0	SLC3A2 (4);SLC7A1 (7);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2099	HISMMARGNaEx	L-histidine/N(omega)-methyl-L-arginine Na-dependent exchange (His-L in)	his__L_e + mmarg__L_c + na1_e --> his__L_c + mmarg__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204	N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine
2100	HISNaHtex	L-histidine Na-dependent symport	h_c + his__L_e + na1_e --> h_e + his__L_c + na1_c		Transport, extracellular	0		pubmed:6144310;pubmed:7372663;pubmed:7915653	
2101	HISORNNaEx	L-histidine/L-ornithine Na-dependent exchange (His-L in)	his__L_e + na1_e + orn__L_c --> his__L_c + na1_c + orn__L_e	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653	
2102	HISORNtex	L-histidine/L-ornithine exchange	his__L_e + orn__L_c <=> his__L_c + orn__L_e	(SLC7A6 and SLC3A2) or SLC7A1	Transport, extracellular	0	SLC3A2 (4);SLC7A1 (7);SLC7A6 (1)	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653	
2103	HISTAt	Transport of histamine via diffusion	hista_c <=> hista_e		Transport, extracellular	0		pubmed:4383664	
2104	HIStec	L-histidine transport via facilitated diffusion (extracellular/cytosol)	his__L_c <=> his__L_e	SLC43A1 or SLC43A2	Transport, extracellular	0	SLC43A1 (11);SLC43A2 (12)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2105	HMOBD_Cltex	Molybdate:H+ cotransport via chloride antiport	cl_c + h_e + mobd_e <=> cl_e + h_c + mobd_c	SLC4A1	Transport, extracellular	0	SLC4A1 (18)	pubmed:24272853;pubmed:32646441;pubmed:8414913	
2106	HNO2t	Transport of nitrite via diffusion	h_c + no2_c <=> h_e + no2_e		Transport, extracellular	0		pubmed:11078710;pubmed:31530173	
2107	HODE13te	Transport of 13-HODE via diffusion	hode13_c <=> hode13_e		Transport, extracellular	0		pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2108	HODE9te	Transport of 9-HODE via diffusion	hode9_c <=> hode9_e		Transport, extracellular	0		pubmed:15294349;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550	
2109	HOMOVALt	Transport of Homovanillate	homoval_c --> homoval_e		Transport, extracellular	0			
2110	HONOOt	Transport of peroxynitrite via diffusion	onooh_c <=> onooh_e		Transport, extracellular	0		pubmed:31530173;pubmed:36643550	
2111	HYXNt	Hypoxanthine transport via facilitated diffusion	hxan_c <=> hxan_e	SLC29A1 or SLC43A3	Transport, extracellular	0	SLC29A1 (17);SLC43A3 (9)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803;pubmed:26455426;pubmed:27759477;pubmed:3379069;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262	
2112	H_2Clt	H(+)/Cl(-) exchange transporter	2.0 cl_c + h_e --> 2.0 cl_e + h_c	CLCN2 or CLCN3	Transport, extracellular	0	CLCN3 (5)		
2113	Ht	Proton diffusion	h_c <=> h_e		Transport, extracellular	0		pubmed:20962000;pubmed:2141093;pubmed:2630803	
2114	ILEADMARGNaEx	L-isoleucine/Asymmetric N(omega),N(omega)-dimethyl-L-arginine Na-dependent exchange (Ile-L in)	admarg__L_c + ile__L_e + na1_e --> admarg__L_e + ile__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653	N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine
2115	ILEARGNaEx	L-isoleucine/L-arginine Na-dependent exchange (Ile-L in)	arg__L_c + ile__L_e + na1_e --> arg__L_e + ile__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2116	ILECITRNaEx	L-isoleucine/L-citrulline Na-dependent exchange (Ile-L in)	citr__L_c + ile__L_e + na1_e --> citr__L_e + ile__L_c + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2117	ILELYSNaEx	L-isoleucine/L-arginine Na-dependent exchange (Ile-L in)	ile__L_e + lys__L_c + na1_e --> ile__L_c + lys__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2118	ILEMMARGNaEx	L-isoleucine/N(omega)-methyl-L-arginine Na-dependent exchange (Ile-L in)	ile__L_e + mmarg__L_c + na1_e --> ile__L_c + mmarg__L_e + na1_c	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:7055559;pubmed:9279204	N-monomethyl arginine and asymmetric dimethylarginine share carrier systems with arginine
2119	ILEORNNaEx	L-isoleucine/L-ornithine Na-dependent exchange (Ile-L in)	ile__L_e + na1_e + orn__L_c --> ile__L_c + na1_c + orn__L_e	SLC7A6 and SLC3A2	Transport, extracellular	0	SLC3A2 (4);SLC7A6 (1)	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653	
2120	ILEtec	L-isoleucine transport via facilitated diffusion (extracellular/cytosol)	ile__L_c <=> ile__L_e	SLC43A1 or SLC43A2	Transport, extracellular	0	SLC43A1 (11);SLC43A2 (12)	pubmed:32318874;pubmed:7055559;pubmed:7915653	
2121	INDSABCte	ATP-binding Cassette (ABC) export of indoxyl sulfate	atp_c + h2o_c + inds_c --> adp_c + h_c + inds_e + pi_c	ABCG2	Transport, extracellular	0	ABCG2 (15)	pubmed:31266243	
2122	INDStec	Transport of indoxyl sulfate	inds_e --> inds_c	SLC22A7	Transport, extracellular	0		pubmed:21446918;pubmed:26377792;pubmed:29976888	
2123	INOSTt	Transport of inositol	inost_c <=> inost_e	LRRC8A	Transport, extracellular	0	LRRC8A (1)		
2124	INSt	Inosine transport via facilitated diffusion	ins_c <=> ins_e	SLC29A1	Transport, extracellular	0	SLC29A1 (17)	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803;pubmed:27759477;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262	
2125	KCC2t	K+-Cl- cotransport (NH4+)	cl_c + nh4_c <=> cl_e + nh4_e	SLC12A4 or SLC12A7 or SLC12A6	Transport, extracellular	0	SLC12A6 (9);SLC12A7 (12)	pubmed:12657561;pubmed:1443104	
2126	KCCt	K+-Cl- cotransport	cl_c + k_c <=> cl_e + k_e	SLC12A4 or SLC12A7 or SLC12A6	Transport, extracellular	0	SLC12A6 (9);SLC12A7 (12)	pubmed:12657561;pubmed:1443104;pubmed:19540949;pubmed:28496185;pubmed:33806028	
