complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_HOMODIMER_Cybrd1_pc	cplx_HOMODIMER_Cybrd1	protein_Cybrd1_pc	TMASCBOXt;TMASCBOXt2;TMASCBOXt3	Cybrd1	2			protein_Cybrd1_pc(2)	pc	63694.810000000034
cplx_MONOMER_Dagla_pc	cplx_MONOMER_Dagla	protein_Dagla_pc	DAGL1;DAGL2;TAGL	Dagla	1		ASSUMED MONOMER	protein_Dagla_pc(1)	pc	115359.42299999956
cplx_MONOMER_Daglb_pc	cplx_MONOMER_Daglb	protein_Daglb_pc	DAGL1;DAGL2;TAGL	Daglb	1		ASSUMED MONOMER	protein_Daglb_pc(1)	pc	73896.95600000018
cplx_HOMODIMER_Dars1_pc	cplx_HOMODIMER_Dars1	protein_Dars1_pc	ASPTRS	Dars1	2			protein_Dars1_pc(2)	pc	114279.33000000041
cplx_HOMOTETRAMER_Dctpp1_pc	cplx_HOMOTETRAMER_Dctpp1	protein_Dctpp1_pc	NDPC;NTPPDC	Dctpp1	4			protein_Dctpp1_pc(4)	pc	75142.66799999999
cplx_HOMOTETRAMER_Dcxr_pc	cplx_HOMOTETRAMER_Dcxr	protein_Dcxr_pc	XYLUR_Ly	Dcxr	4			protein_Dcxr_pc(4)	pc	102982.56399999997
cplx_HOMOTRIMER_Ddt_pc	cplx_HOMOTRIMER_Ddt	protein_Ddt_pc	DOPACHRMDC_D	Ddt	3			protein_Ddt_pc(3)	pc	39228.246
cplx_MONOMER_Dera_pc	cplx_MONOMER_Dera	protein_Dera_pc	DRPA	Dera	1		ASSUMED MONOMER	protein_Dera_pc(1)	pc	34981.17200000002
cplx_COMPLEX_Vcp_Derl1_pc	cplx_COMPLEX_Vcp_Derl1	protein_Derl1_pc;protein_Vcp_pc	NTPA	Derl1;Vcp	4;10			protein_Derl1_pc(4);protein_Vcp_pc(10)	pc	1008324.4880000006
cplx_MONOMER_Dgka_pc	cplx_MONOMER_Dgka	protein_Dgka_pc	DAGK;DAGOACK;DAGOK;MAGOK	Dgka	1			protein_Dgka_pc(1)	pc	82750.60200000003
cplx_HOMODIMER_Dhfr_pc	cplx_HOMODIMER_Dhfr	protein_Dhfr_pc	DHFRy	Dhfr	2			protein_Dhfr_pc(2)	pc	43215.72599999998
cplx_HOMOTETRAMER_Dhrs11_pc	cplx_HOMOTETRAMER_Dhrs11	protein_Dhrs11_pc	5ADHTRy;ANDRSTNDNRy;ESTRONEDHy;PRGSTRNRy	Dhrs11	4			protein_Dhrs11_pc(4)	pc	113075.94400000002
cplx_MONOMER_Dnm2_pc	cplx_MONOMER_Dnm2	protein_Dnm2_pc	NTPG	Dnm2	1		ASSUMED MONOMER	protein_Dnm2_pc(1)	pc	98143.37200000003
cplx_MONOMER_Dnm3_pc	cplx_MONOMER_Dnm3	protein_Dnm3_pc	NTPG	Dnm3	1		ASSUMED MONOMER	protein_Dnm3_pc(1)	pc	97194.55600000008
cplx_HOMODIMER_Dnph1_pc	cplx_HOMODIMER_Dnph1	protein_Dnph1_pc	DAMPNH;DCMPNH;DGMPNH;DIMPNH;DTMPNH;DUMPNH	Dnph1	2			protein_Dnph1_pc(2)	pc	37944.57599999999
cplx_HOMODIMER_Dpyd_pc	cplx_HOMODIMER_Dpyd	protein_Dpyd_pc	D5FURADy;DTHYMy;DURADy	Dpyd	2			protein_Dpyd_pc(2)	pc	222504.92999999903
cplx_HOMODIMER_Dtymk_pc	cplx_HOMODIMER_Dtymk	protein_Dtymk_pc	DUMPK1;DUMPK2;DTMPK1;DTMPK2	Dtymk	2			protein_Dtymk_pc(2)	pc	47830.63
cplx_MONOMER_Dusp23_pc	cplx_MONOMER_Dusp23	protein_Dusp23_pc	PROTSPP;PROTTPP;PROTYPP	Dusp23	1		ASSUMED MONOMER	protein_Dusp23_pc(1)	pc	16639.057999999986
cplx_HOMOTETRAMER_Ebp_pc	cplx_HOMOTETRAMER_Ebp	protein_Ebp_pc	CHLSTD78I;CHLSTI1	Ebp	4			protein_Ebp_pc(4)	pc	104858.34
cplx_MONOMER_Echdc1_pc	cplx_MONOMER_Echdc1	protein_Echdc1_pc	EMCD;MMCD	Echdc1	1		ASSUMED MONOMER	protein_Echdc1_pc(1)	pc	35465.74700000001
cplx_MONOMER_Eef2_pc	cplx_MONOMER_Eef2	protein_Eef2_pc	NTPG	Eef2	1		ASSUMED MONOMER	protein_Eef2_pc(1)	pc	95308.19899999989
cplx_HETEROTETRAMER_Slc16a1_Emb_pc	cplx_HETEROTETRAMER_Slc16a1_Emb	protein_Emb_pc;protein_Slc16a1_pc	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	Emb;Slc16a1	2;2			protein_Emb_pc(2);protein_Slc16a1_pc(2)	pc	180649.48200000043
cplx_HETEROTETRAMER_Slc16a7_Emb_pc	cplx_HETEROTETRAMER_Slc16a7_Emb	protein_Emb_pc;protein_Slc16a7_pc	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	Emb;Slc16a7	2;2			protein_Emb_pc(2);protein_Slc16a7_pc(2)	pc	179356.77400000044
cplx_HOMODIMER_Eno1_pc	cplx_HOMODIMER_Eno1	protein_Eno1_pc	ENO	Eno1	2			protein_Eno1_pc(2)	pc	94276.7740000003
cplx_HETERODIMER_Eno_Ag_pc	cplx_HETERODIMER_Eno_Ag	protein_Eno1_pc;protein_Eno2_pc	ENO	Eno1;Eno2	1;1			protein_Eno1_pc(1);protein_Eno2_pc(1)	pc	94418.49700000031
cplx_HETERODIMER_Eno_Ab_pc	cplx_HETERODIMER_Eno_Ab	protein_Eno1_pc;protein_Eno3_pc	ENO	Eno1;Eno3	1;1			protein_Eno1_pc(1);protein_Eno3_pc(1)	pc	94161.8460000003
cplx_HOMODIMER_Eno2_pc	cplx_HOMODIMER_Eno2	protein_Eno2_pc	ENO	Eno2	2			protein_Eno2_pc(2)	pc	94560.22000000032
cplx_HETERODIMER_Eno_Bg_pc	cplx_HETERODIMER_Eno_Bg	protein_Eno2_pc;protein_Eno3_pc	ENO	Eno2;Eno3	1;1			protein_Eno2_pc(1);protein_Eno3_pc(1)	pc	94303.56900000031
cplx_HOMODIMER_Eno3_pc	cplx_HOMODIMER_Eno3	protein_Eno3_pc	ENO	Eno3	2			protein_Eno3_pc(2)	pc	94046.9180000003
cplx_MONOMER_Enoph1_pc	cplx_MONOMER_Enoph1	protein_Enoph1_pc	ENOPH	Enoph1	1			protein_Enoph1_pc(1)	pc	28582.93400000001
cplx_HOMODIMER_Entpd1_pc	cplx_HOMODIMER_Entpd1	protein_Entpd1_pc	NDPADPe;NTPAe	Entpd1	2			protein_Entpd1_pc(2)	pc	114391.44600000026
cplx_MONOMER_Ephx1_pc	cplx_MONOMER_Ephx1	protein_Ephx1_pc	EET1112EPHX;EET1314EPHX;EET56EPHX;EET89EPHX;EDP1011EPHX;EDP1314EPHX;EDP1617EPHX;EDP1920EPHX;EDP78EPHX;EEQ1112EPHX;EEQ1415EPHX;EEQ1718EPHX;EEQ56EPHX;EEQ89EPHX;EPOME1213EPHX;EPOME910EPHX	Ephx1	1		ASSUMED MONOMER	protein_Ephx1_pc(1)	pc	52579.023000000125
cplx_HOMODIMER_Ephx2_pc	cplx_HOMODIMER_Ephx2	protein_Ephx2_pc	EET1112EPHX;EET1314EPHX;EET56EPHX;EET89EPHX;EDP1011EPHX;EDP1314EPHX;EDP1617EPHX;EDP1920EPHX;EDP78EPHX;EEQ1112EPHX;EEQ1415EPHX;EEQ1718EPHX;EEQ56EPHX;EEQ89EPHX;EPOME1213EPHX;EPOME910EPHX	Ephx2	2			protein_Ephx2_pc(2)	pc	125015.3340000004
cplx_HOMODIMER_Eprs1_pc	cplx_HOMODIMER_Eprs1	protein_Eprs1_pc	GLUTRS;PROTRS	Eprs1	2			protein_Eprs1_pc(2)	pc	340161.2439999973
cplx_HOMODIMER_Esd_pc	cplx_HOMODIMER_Esd	protein_Esd_pc	AC4OACNAMDC;AC9OACNAMDC;SFGTH	Esd	2			protein_Esd_pc(2)	pc	62636.63600000003
cplx_MONOMER_Fabp1_pc	cplx_MONOMER_Fabp1	protein_Fabp1_pc	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	Fabp1	1		ASSUMED MONOMER	protein_Fabp1_pc(1)	pc	14247.446999999984
cplx_MONOMER_Fabp5_pc	cplx_MONOMER_Fabp5	protein_Fabp5_pc	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	Fabp5	1		ASSUMED MONOMER	protein_Fabp5_pc(1)	pc	15136.29599999999
cplx_COMPLEX_Vcp_Nploc4_Ufd1_Faf1_pc	cplx_COMPLEX_Vcp_Nploc4_Ufd1_Faf1	protein_Faf1_pc;protein_Nploc4_pc;protein_Ufd1_pc;protein_Vcp_pc	NTPA	Faf1;Nploc4;Ufd1;Vcp	1;6			protein_Faf1_pc(1);protein_Nploc4_pc(6)	pc	481856.01900000166
cplx_COMPLEX_Vcp_Faf1_pc	cplx_COMPLEX_Vcp_Faf1	protein_Faf1_pc;protein_Vcp_pc	NTPA	Faf1;Vcp	3;6			protein_Faf1_pc(3);protein_Vcp_pc(6)	pc	757244.1030000012
cplx_COMPLEX_Vcp_Nploc4_Ufd1_Faf2_pc	cplx_COMPLEX_Vcp_Nploc4_Ufd1_Faf2	protein_Faf2_pc;protein_Nploc4_pc;protein_Ufd1_pc;protein_Vcp_pc	NTPA	Faf2;Nploc4;Ufd1;Vcp	1;6			protein_Faf2_pc(1);protein_Nploc4_pc(6)	pc	460489.6880000015
cplx_HOMODIMER_Fah_pc	cplx_HOMODIMER_Fah	protein_Fah_pc	FUMAC;FUMAC2	Fah	2			protein_Fah_pc(2)	pc	92346.73600000034
cplx_HOMODIMER_Fahd1_pc	cplx_HOMODIMER_Fahd1	protein_Fahd1_pc	OAADC	Fahd1	2			protein_Fahd1_pc(2)	pc	49042.61199999999
cplx_HETEROTETRAMER_Fars_A2b2_pc	cplx_HETEROTETRAMER_Fars_A2b2	protein_Farsa_pc;protein_Farsb_pc	PHETRS	Farsa;Farsb	2;2			protein_Farsa_pc(2);protein_Farsb_pc(2)	pc	246589.938000001
cplx_HOMODIMER_Fasn_pc	cplx_HOMODIMER_Fasn	protein_Fasn_pc	ACOATA;FA120ACPH;FA140ACPH;FA160ACPH;FA180ACPH;MCOATA;3OHAACPDH1;3OHAACPDH2;3OHAACPDH3;3OHAACPDH4;3OHAACPDH5;3OHAACPDH6;3OHAACPDH7;3OHAACPDH8;3OXAACPR1y;3OXAACPR2y;3OXAACPR3y;3OXAACPR4y;3OXAACPR5y;3OXAACPR6y;3OXAACPR7y;3OXAACPR8y;BKAACPSYN1;BKAACPSYN2;BKAACPSYN3;BKAACPSYN4;BKAACPSYN5;BKAACPSYN6;BKAACPSYN7;BKAACPSYN8;EACPR1y;EACPR2y;EACPR3y;EACPR4y;EACPR5y;EACPR6y;EACPR7y;EACPR8y	Fasn	2			protein_Fasn_pc(2)	pc	544785.2759999951
cplx_MONOMER_Fcsk_pc	cplx_MONOMER_Fcsk	protein_Fcsk_pc	FK	Fcsk	1		ASSUMED MONOMER	protein_Fcsk_pc(1)	pc	119250.15099999949
cplx_HOMODIMER_Fdps_pc	cplx_HOMODIMER_Fdps	protein_Fdps_pc	DMATT;GRTT	Fdps	2			protein_Fdps_pc(2)	pc	81150.2060000001
cplx_HOMOTETRAMER_Fh1_pc	cplx_HOMOTETRAMER_Fh1	protein_Fh1_pc	FUM	Fh1	4			protein_Fh1_pc(4)	pc	200212.82800000077
cplx_MONOMER_Fig4_pc	cplx_MONOMER_Fig4	protein_Fig4_pc	PI45P5P;PI345P5P;PI35P5P	Fig4	1			protein_Fig4_pc(1)	pc	103439.6459999999
cplx_MONOMER_Fkbp1a_pc	cplx_MONOMER_Fkbp1a	protein_Fkbp1a_pc	PEPTDPROI	Fkbp1a	1		ASSUMED MONOMER	protein_Fkbp1a_pc(1)	pc	11923.53499999999
cplx_MONOMER_Fkbp2_pc	cplx_MONOMER_Fkbp2	protein_Fkbp2_pc	PEPTDPROI	Fkbp2	1		ASSUMED MONOMER	protein_Fkbp2_pc(1)	pc	15347.828999999983
cplx_MONOMER_Fkbp3_pc	cplx_MONOMER_Fkbp3	protein_Fkbp3_pc	PEPTDPROI	Fkbp3	1		ASSUMED MONOMER	protein_Fkbp3_pc(1)	pc	25155.60900000001
cplx_MONOMER_Fkbp4_pc	cplx_MONOMER_Fkbp4	protein_Fkbp4_pc	PEPTDPROI	Fkbp4	1		ASSUMED MONOMER	protein_Fkbp4_pc(1)	pc	51558.819000000156
cplx_MONOMER_Fkbp5_pc	cplx_MONOMER_Fkbp5	protein_Fkbp5_pc	PEPTDPROI	Fkbp5	1		ASSUMED MONOMER	protein_Fkbp5_pc(1)	pc	50967.67400000014
cplx_HOMODIMER_Flad1_pc	cplx_HOMODIMER_Flad1	protein_Flad1_pc	FMNAT	Flad1	2			protein_Flad1_pc(2)	pc	109519.80200000037
cplx_MONOMER_Flvcr1_pc	cplx_MONOMER_Flvcr1	protein_Flvcr1_pc	PHEMEt	Flvcr1	1		ASSUMED MONOMER	protein_Flvcr1_pc(1)	pc	60460.9310000003
cplx_MONOMER_Fn3k_pc	cplx_MONOMER_Fn3k	protein_Fn3k_pc	FRU3K;PROTKFRU3K;PROTKRBLK	Fn3k	1			protein_Fn3k_pc(1)	pc	35034.723000000035
cplx_MONOMER_Fn3krp_pc	cplx_MONOMER_Fn3krp	protein_Fn3krp_pc	PROTKRBLK	Fn3krp	1		ASSUMED MONOMER	protein_Fn3krp_pc(1)	pc	34468.994000000035
cplx_HOMODIMER_Fth1_pc	cplx_HOMODIMER_Fth1	protein_Fth1_pc	FISC	Fth1	2			protein_Fth1_pc(2)	pc	42114.71599999999
cplx_HETERODIMER_Fthl_pc	cplx_HETERODIMER_Fthl	protein_Fth1_pc;protein_Ftl1_pc	FISC	Fth1;Ftl1	1;1			protein_Fth1_pc(1);protein_Ftl1_pc(1)	pc	41853.50699999998
cplx_HOMODIMER_Ftl1_pc	cplx_HOMODIMER_Ftl1	protein_Ftl1_pc	FISC	Ftl1	2			protein_Ftl1_pc(2)	pc	41592.29799999997
cplx_MONOMER_Fut1_pc	cplx_MONOMER_Fut1	protein_Fut1_pc	FUTGLOBO1;FUTGAL2A;FUTINLC8CER1;FUTINLC8CER2;FUTLC4CER;FUTLC5CER;FUTNLC5CER;FUTNLC6CER;FUTNLC7CER;FUTPGBSIDE	Fut1	1		ASSUMED MONOMER	protein_Fut1_pc(1)	pc	42389.14700000006
cplx_MONOMER_Fxn_pc	cplx_MONOMER_Fxn	protein_Fxn_pc	FEROX	Fxn	1		ASSUMED MONOMER	protein_Fxn_pc(1)	pc	22924.697
cplx_MONOMER_Fyn_pc	cplx_MONOMER_Fyn	protein_Fyn_pc	PROTYK	Fyn	1		ASSUMED MONOMER	protein_Fyn_pc(1)	pc	60669.24800000021
cplx_HOMOTETRAMER_G6pd2_pc	cplx_HOMOTETRAMER_G6pd2	protein_G6pd2_pc	G6PDH2	G6pd2	4			protein_G6pd2_pc(4)	pc	236483.96800000072
cplx_HOMOTETRAMER_G6pdx_pc	cplx_HOMOTETRAMER_G6pdx	protein_G6pdx_pc	G6PDH2	G6pdx	4			protein_G6pdx_pc(4)	pc	237019.85600000073
cplx_HOMODIMER_Gale_pc	cplx_HOMODIMER_Gale	protein_Gale_pc	UDPG4E;UAG4E	Gale	2			protein_Gale_pc(2)	pc	76440.33000000013
cplx_HOMODIMER_Galk1_pc	cplx_HOMODIMER_Galk1	protein_Galk1_pc	GALK	Galk1	2			protein_Galk1_pc(2)	pc	84565.46600000028
cplx_MONOMER_Galk2_pc	cplx_MONOMER_Galk2	protein_Galk2_pc	GALK	Galk2	1			protein_Galk2_pc(1)	pc	50499.82200000016
cplx_MONOMER_Galm_pc	cplx_MONOMER_Galm	protein_Galm_pc	GALM;GLCM	Galm	1			protein_Galm_pc(1)	pc	37794.18900000001
cplx_MONOMER_Galnt10_pc	cplx_MONOMER_Galnt10	protein_Galnt10_pc	PROTSACGALT;PROTTACGALT	Galnt10	1		ASSUMED MONOMER	protein_Galnt10_pc(1)	pc	69123.5450000002
cplx_MONOMER_Galnt2_pc	cplx_MONOMER_Galnt2	protein_Galnt2_pc	PROTSACGALT;PROTTACGALT	Galnt2	1		ASSUMED MONOMER	protein_Galnt2_pc(1)	pc	64523.0310000003
cplx_MONOMER_Galnt4_pc	cplx_MONOMER_Galnt4	protein_Galnt4_pc	PROTSACGALT;PROTTACGALT	Galnt4	1		ASSUMED MONOMER	protein_Galnt4_pc(1)	pc	66553.2960000002
cplx_MONOMER_Galnt5_pc	cplx_MONOMER_Galnt5	protein_Galnt5_pc	PROTSACGALT;PROTTACGALT	Galnt5	1		ASSUMED MONOMER	protein_Galnt5_pc(1)	pc	105802.09699999982
cplx_MONOMER_Galnt6_pc	cplx_MONOMER_Galnt6	protein_Galnt6_pc	PROTSACGALT;PROTTACGALT	Galnt6	1		ASSUMED MONOMER	protein_Galnt6_pc(1)	pc	71546.38900000027
cplx_MONOMER_Galnt7_pc	cplx_MONOMER_Galnt7	protein_Galnt7_pc	PROTSACGALT;PROTTACGALT	Galnt7	1		ASSUMED MONOMER	protein_Galnt7_pc(1)	pc	75421.52200000014
cplx_HOMODIMER_Galt_pc	cplx_HOMODIMER_Galt	protein_Galt_pc	UGLT	Galt	2			protein_Galt_pc(2)	pc	86449.43200000015
cplx_HOMOTETRAMER_Gapdh_pc	cplx_HOMOTETRAMER_Gapdh	protein_Gapdh_pc	GAPD;E4PD;NADHHR;NADHHS	Gapdh	4			protein_Gapdh_pc(4)	pc	143250.95600000024
cplx_HOMOTETRAMER_Gapdhs_pc	cplx_HOMOTETRAMER_Gapdhs	protein_Gapdhs_pc	GAPD	Gapdhs	4			protein_Gapdhs_pc(4)	pc	190638.12000000064
cplx_HOMODIMER_Gars1_pc	cplx_HOMODIMER_Gars1	protein_Gars1_pc	GLYTRS;AP4ASYN	Gars1	2			protein_Gars1_pc(2)	pc	163741.96800000017
cplx_HOMODIMER_Gart_pc	cplx_HOMODIMER_Gart	protein_Gart_pc	GARFT;PRAGS;PRAIS	Gart	2			protein_Gart_pc(2)	pc	214988.94599999933
cplx_MONOMER_Gbe1_pc	cplx_MONOMER_Gbe1	protein_Gbe1_pc	GLBRAN	Gbe1	1			protein_Gbe1_pc(1)	pc	80345.8420000002
cplx_HOMODECAMER_Gch1_pc	cplx_HOMODECAMER_Gch1	protein_Gch1_pc	GTPCH1;GTPCH2;GTPCH3;GTPCH4	Gch1	10			protein_Gch1_pc(10)	pc	270159.18000000005
cplx_HETERODIMER_Gcl_pc	cplx_HETERODIMER_Gcl	protein_Gclc_pc;protein_Gclm_pc	GLUCYS;GLU2ABUTS	Gclc;Gclm	1;1			protein_Gclc_pc(1);protein_Gclm_pc(1)	pc	103080.06700000023
cplx_MONOMER_Gcnt2_pc	cplx_MONOMER_Gcnt2	protein_Gcnt2_pc	ACGAMNT2	Gcnt2	1		ASSUMED MONOMER	protein_Gcnt2_pc(1)	pc	45699.290000000125
cplx_MONOMER_Gde1_pc	cplx_MONOMER_Gde1	protein_Gde1_pc	GPDDA2;GPDDA3;GPDDA5;GPDDA6	Gde1	1		ASSUMED MONOMER	protein_Gde1_pc(1)	pc	37625.74500000003
cplx_MONOMER_Gdpd1_pc	cplx_MONOMER_Gdpd1	protein_Gdpd1_pc	LPCOLPLD;GPDDA6;LNAPELPLD;LPCLPLD;LPELPLD	Gdpd1	1		ASSUMED MONOMER	protein_Gdpd1_pc(1)	pc	35870.57500000002
cplx_HOMODIMER_Gfus_pc	cplx_HOMODIMER_Gfus	protein_Gfus_pc	GFUCSx;GFUCSy	Gfus	2			protein_Gfus_pc(2)	pc	71746.53200000002
cplx_HOMODIMER_Ggct_pc	cplx_HOMODIMER_Ggct	protein_Ggct_pc	GGLUCTC;GGLUCT2ABUT	Ggct	2			protein_Ggct_pc(2)	pc	42323.54399999998
cplx_HOMODIMER_Glo1_pc	cplx_HOMODIMER_Glo1	protein_Glo1_pc	LGTHL	Glo1	2			protein_Glo1_pc(2)	pc	41608.749999999985
cplx_MONOMER_Glrx_pc	cplx_MONOMER_Glrx	protein_Glrx_pc	GRDX2CGTHR;GRDX2CGTHRDG;GTHNODN;SNOCYSDN	Glrx	1			protein_Glrx_pc(1)	pc	11873.848999999997
cplx_COMPLEX_Prdx6_Glrx_pc	cplx_COMPLEX_Prdx6_Glrx	protein_Glrx_pc;protein_Prdx6_pc	PRDX1GRDX2CDG	Glrx;Prdx6	1;2			protein_Glrx_pc(1);protein_Prdx6_pc(2)	pc	61608.60500000001
cplx_COMPLEX_Srxn1_Glrx_pc	cplx_COMPLEX_Srxn1_Glrx	protein_Glrx_pc;protein_Srxn1_pc	SRDX1GRDX2CDG	Glrx;Srxn1	1;1			protein_Glrx_pc(1);protein_Srxn1_pc(1)	pc	26023.886999999995
