complexes	complex	subunits	reactions	genes	coefficients	cofactors	notes	stoichiometry	compartment	molar_mass
cplx_HOMODIMER_DPYD_pc	cplx_HOMODIMER_DPYD	protein_DPYD_pc	D5FURADy;DTHYMy;DURADy	DPYD	2			protein_DPYD_pc(2)	pc	222799.05999999924
cplx_HOMODIMER_DTYMK_pc	cplx_HOMODIMER_DTYMK	protein_DTYMK_pc	DUMPK1;DUMPK2;DTMPK1;DTMPK2	DTYMK	2			protein_DTYMK_pc(2)	pc	47642.252
cplx_MONOMER_DUSP23_pc	cplx_MONOMER_DUSP23	protein_DUSP23_pc	PROTSPP;PROTTPP;PROTYPP	DUSP23	1		ASSUMED MONOMER	protein_DUSP23_pc(1)	pc	16590.009999999987
cplx_HOMOTETRAMER_EBP_pc	cplx_HOMOTETRAMER_EBP	protein_EBP_pc	CHLSTD78I;CHLSTI1	EBP	4			protein_EBP_pc(4)	pc	105414.148
cplx_MONOMER_ECHDC1_pc	cplx_MONOMER_ECHDC1	protein_ECHDC1_pc	EMCD;MMCD	ECHDC1	1		ASSUMED MONOMER	protein_ECHDC1_pc(1)	pc	33699.758
cplx_MONOMER_EEF2_pc	cplx_MONOMER_EEF2	protein_EEF2_pc	NTPG	EEF2	1		ASSUMED MONOMER	protein_EEF2_pc(1)	pc	95332.3019999999
cplx_HETEROTETRAMER_SLC16A1_EMB_pc	cplx_HETEROTETRAMER_SLC16A1_EMB	protein_EMB_pc;protein_SLC16A1_pc	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	EMB;SLC16A1	2;2			protein_EMB_pc(2);protein_SLC16A1_pc(2)	pc	181662.7400000004
cplx_HETEROTETRAMER_SLC16A7_EMB_pc	cplx_HETEROTETRAMER_SLC16A7_EMB	protein_EMB_pc;protein_SLC16A7_pc	ACt2;D_LACt2;L_LACt2;PYRt2;2HB_5OXPROtex;2HB_ACACtex;2HB_ACtex;2HB_BUTtex;2HB_DLACtex;2HB_GLYCLTtex;2HB_PPAtex;2HBt2;2OBUT_2HBtex;2OBUT_5OXPROtex;2OBUT_ACACtex;2OBUT_ACtex;2OBUT_BUTtex;2OBUT_DLACtex;2OBUT_GLYCLTtex;2OBUT_LLACtex;2OBUT_PPAtex;2OBUTt;5OXPRO_ACACtex;5OXPRO_ACtex;5OXPRO_BUTtex;5OXPRO_DLACtex;5OXPRO_GLYCLTtex;5OXPRO_PPAtex;5OXPROt2;ACAC_ACtex;ACAC_GLYCLTtex;ACACt2;AC_GLYCLTtex;BUT_ACACtex;BUT_ACtex;BUT_GLYCLTtex;BUT_PPAtex;BUTt2r;DLAC_ACACtex;DLAC_ACtex;DLAC_BUTtex;DLAC_GLYCLTtex;DLAC_PPAtex;GLYCLTt2;H2SUCCt;LLAC_2HBtex;LLAC_5OXPROtex;LLAC_ACACtex;LLAC_ACtex;LLAC_BUTtex;LLAC_DLACtex;LLAC_GLYCLTtex;LLAC_PPAtex;PPA_ACACtex;PPA_ACtex;PPA_GLYCLTtex;PPAt2r;PYR_2HBtex;PYR_2OBUTtex;PYR_5OXPROtex;PYR_ACACtex;PYR_ACtex;PYR_BUTtex;PYR_DLACtex;PYR_GLYCLTtex;PYR_LLACtex;PYR_PPAtex;3MOBt2;4MOPt2	EMB;SLC16A7	2;2			protein_EMB_pc(2);protein_SLC16A7_pc(2)	pc	178185.00200000044
cplx_HOMODIMER_ENO1_pc	cplx_HOMODIMER_ENO1	protein_ENO1_pc	ENO	ENO1	2			protein_ENO1_pc(2)	pc	94337.0940000003
cplx_HETERODIMER_ENO_AG_pc	cplx_HETERODIMER_ENO_AG	protein_ENO1_pc;protein_ENO2_pc	ENO	ENO1;ENO2	1;1			protein_ENO1_pc(1);protein_ENO2_pc(1)	pc	94418.55800000031
cplx_HETERODIMER_ENO_AB_pc	cplx_HETERODIMER_ENO_AB	protein_ENO1_pc;protein_ENO3_pc	ENO	ENO1;ENO3	1;1			protein_ENO1_pc(1);protein_ENO3_pc(1)	pc	94156.0180000003
cplx_HOMODIMER_ENO2_pc	cplx_HOMODIMER_ENO2	protein_ENO2_pc	ENO	ENO2	2			protein_ENO2_pc(2)	pc	94500.02200000032
cplx_HETERODIMER_ENO_BG_pc	cplx_HETERODIMER_ENO_BG	protein_ENO2_pc;protein_ENO3_pc	ENO	ENO2;ENO3	1;1			protein_ENO2_pc(1);protein_ENO3_pc(1)	pc	94237.48200000031
cplx_HOMODIMER_ENO3_pc	cplx_HOMODIMER_ENO3	protein_ENO3_pc	ENO	ENO3	2			protein_ENO3_pc(2)	pc	93974.9420000003
cplx_MONOMER_ENOPH1_pc	cplx_MONOMER_ENOPH1	protein_ENOPH1_pc	ENOPH	ENOPH1	1			protein_ENOPH1_pc(1)	pc	28913.25000000001
cplx_HOMODIMER_ENTPD1_pc	cplx_HOMODIMER_ENTPD1	protein_ENTPD1_pc	NDPADPe;NTPAe	ENTPD1	2			protein_ENTPD1_pc(2)	pc	115913.84200000028
cplx_MONOMER_EPHX1_pc	cplx_MONOMER_EPHX1	protein_EPHX1_pc	EET1112EPHX;EET1314EPHX;EET56EPHX;EET89EPHX;EDP1011EPHX;EDP1314EPHX;EDP1617EPHX;EDP1920EPHX;EDP78EPHX;EEQ1112EPHX;EEQ1415EPHX;EEQ1718EPHX;EEQ56EPHX;EEQ89EPHX;EPOME1213EPHX;EPOME910EPHX	EPHX1	1		ASSUMED MONOMER	protein_EPHX1_pc(1)	pc	52946.35600000013
cplx_HOMODIMER_EPHX2_pc	cplx_HOMODIMER_EPHX2	protein_EPHX2_pc	EET1112EPHX;EET1314EPHX;EET56EPHX;EET89EPHX;EDP1011EPHX;EDP1314EPHX;EDP1617EPHX;EDP1920EPHX;EDP78EPHX;EEQ1112EPHX;EEQ1415EPHX;EEQ1718EPHX;EEQ56EPHX;EEQ89EPHX;EPOME1213EPHX;EPOME910EPHX	EPHX2	2			protein_EPHX2_pc(2)	pc	125216.36200000049
cplx_HOMODIMER_EPRS1_pc	cplx_HOMODIMER_EPRS1	protein_EPRS1_pc	GLUTRS;PROTRS	EPRS1	2			protein_EPRS1_pc(2)	pc	341174.63799999736
cplx_HOMODIMER_ESD_pc	cplx_HOMODIMER_ESD	protein_ESD_pc	AC4OACNAMDC;AC9OACNAMDC;SFGTH	ESD	2			protein_ESD_pc(2)	pc	62921.020000000026
cplx_MONOMER_FABP1_pc	cplx_MONOMER_FABP1	protein_FABP1_pc	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	FABP1	1		ASSUMED MONOMER	protein_FABP1_pc(1)	pc	14208.257999999983
cplx_MONOMER_FABP5_pc	cplx_MONOMER_FABP5	protein_FABP5_pc	FAt_16_0;FAt_18_9Z12Z;FAt_18_9Z;FAt_16_2E;FAt_18_0;FAt_20_5Z8Z11Z14Z;FAt_hs_10_0;FAt_hs_11_0;FAt_hs_12_0;FAt_hs_13_0;FAt_hs_14_0;FAt_hs_14_5Z;FAt_hs_14_7Z;FAt_hs_14_9Z;FAt_hs_15_0;FAt_hs_16_7Z;FAt_hs_16_9Z;FAt_hs_17_0;FAt_hs_17_10Z;FAt_hs_17_9Z;FAt_hs_18_11Z;FAt_hs_18_13Z;FAt_hs_18_6Z9Z;FAt_hs_18_6Z9Z12Z;FAt_hs_18_6Z9Z12Z15Z;FAt_hs_18_7Z;FAt_hs_18_9E;FAt_hs_18_9Z12Z15Z;FAt_hs_19_0;FAt_hs_20_0;FAt_hs_20_11Z;FAt_hs_20_11Z14Z;FAt_hs_20_11Z14Z17Z;FAt_hs_20_13Z;FAt_hs_20_5Z8Z11Z;FAt_hs_20_5Z8Z11Z14Z17Z;FAt_hs_20_8Z11Z;FAt_hs_20_8Z11Z14Z;FAt_hs_20_8Z11Z14Z17Z;FAt_hs_20_9Z;FAt_hs_21_0;FAt_hs_22_0;FAt_hs_22_10Z13Z16Z;FAt_hs_22_10Z13Z16Z19Z;FAt_hs_22_11Z;FAt_hs_22_13Z;FAt_hs_22_13Z16Z;FAt_hs_22_13Z16Z19Z;FAt_hs_22_4Z7Z10Z13Z16Z;FAt_hs_22_4Z7Z10Z13Z16Z19Z;FAt_hs_22_7Z10Z13Z16Z;FAt_hs_22_7Z10Z13Z16Z19Z;FAt_hs_23_0;FAt_hs_24_0;FAt_hs_24_12Z15Z18Z21Z;FAt_hs_24_15Z;FAt_hs_24_6Z9Z12Z15Z18Z;FAt_hs_24_6Z9Z12Z15Z18Z21Z;FAt_hs_24_9Z12Z15Z18Z;FAt_hs_24_9Z12Z15Z18Z21Z;FAt_hs_26_0;FAt_hs_26_17Z;FAt_hs_4_0;FAt_hs_5_0;FAt_hs_6_0;FAt_hs_7_0;FAt_hs_8_0;FAt_hs_9_0	FABP5	1		ASSUMED MONOMER	protein_FABP5_pc(1)	pc	15164.325999999986
cplx_COMPLEX_VCP_NPLOC4_UFD1_FAF1_pc	cplx_COMPLEX_VCP_NPLOC4_UFD1_FAF1	protein_FAF1_pc;protein_NPLOC4_pc;protein_UFD1_pc;protein_VCP_pc	NTPA	FAF1;NPLOC4;UFD1;VCP	1;6			protein_FAF1_pc(1);protein_NPLOC4_pc(6)	pc	482560.4040000017
cplx_COMPLEX_VCP_FAF1_pc	cplx_COMPLEX_VCP_FAF1	protein_FAF1_pc;protein_VCP_pc	NTPA	FAF1;VCP	3;6			protein_FAF1_pc(3);protein_VCP_pc(6)	pc	757520.3940000011
cplx_COMPLEX_VCP_NPLOC4_UFD1_FAF2_pc	cplx_COMPLEX_VCP_NPLOC4_UFD1_FAF2	protein_FAF2_pc;protein_NPLOC4_pc;protein_UFD1_pc;protein_VCP_pc	NTPA	FAF2;NPLOC4;UFD1;VCP	1;6			protein_FAF2_pc(1);protein_NPLOC4_pc(6)	pc	461255.07700000156
cplx_HOMODIMER_FAH_pc	cplx_HOMODIMER_FAH	protein_FAH_pc	FUMAC;FUMAC2	FAH	2			protein_FAH_pc(2)	pc	92741.82800000036
cplx_HOMODIMER_FAHD1_pc	cplx_HOMODIMER_FAHD1	protein_FAHD1_pc	OAADC	FAHD1	2			protein_FAHD1_pc(2)	pc	49082.67999999999
cplx_HETEROTETRAMER_FARS_A2B2_pc	cplx_HETEROTETRAMER_FARS_A2B2	protein_FARSA_pc;protein_FARSB_pc	PHETRS	FARSA;FARSB	2;2			protein_FARSA_pc(2);protein_FARSB_pc(2)	pc	247348.14200000095
cplx_HOMODIMER_FASN_pc	cplx_HOMODIMER_FASN	protein_FASN_pc	ACOATA;FA120ACPH;FA140ACPH;FA160ACPH;FA180ACPH;MCOATA;3OHAACPDH1;3OHAACPDH2;3OHAACPDH3;3OHAACPDH4;3OHAACPDH5;3OHAACPDH6;3OHAACPDH7;3OHAACPDH8;3OXAACPR1y;3OXAACPR2y;3OXAACPR3y;3OXAACPR4y;3OXAACPR5y;3OXAACPR6y;3OXAACPR7y;3OXAACPR8y;BKAACPSYN1;BKAACPSYN2;BKAACPSYN3;BKAACPSYN4;BKAACPSYN5;BKAACPSYN6;BKAACPSYN7;BKAACPSYN8;EACPR1y;EACPR2y;EACPR3y;EACPR4y;EACPR5y;EACPR6y;EACPR7y;EACPR8y	FASN	2			protein_FASN_pc(2)	pc	546771.6059999948
cplx_MONOMER_FCSK_pc	cplx_MONOMER_FCSK	protein_FCSK_pc	FK	FCSK	1		ASSUMED MONOMER	protein_FCSK_pc(1)	pc	117598.5879999995
cplx_HOMODIMER_FDPS_pc	cplx_HOMODIMER_FDPS	protein_FDPS_pc	DMATT;GRTT	FDPS	2			protein_FDPS_pc(2)	pc	96539.97000000022
cplx_HOMOTETRAMER_FH_pc	cplx_HOMOTETRAMER_FH	protein_FH_pc	FUM	FH	4			protein_FH_pc(4)	pc	200845.27200000072
cplx_MONOMER_FIG4_pc	cplx_MONOMER_FIG4	protein_FIG4_pc	PI45P5P;PI345P5P;PI35P5P	FIG4	1			protein_FIG4_pc(1)	pc	103627.92599999986
cplx_MONOMER_FKBP1A_pc	cplx_MONOMER_FKBP1A	protein_FKBP1A_pc	PEPTDPROI	FKBP1A	1		ASSUMED MONOMER	protein_FKBP1A_pc(1)	pc	11951.609999999991
cplx_MONOMER_FKBP2_pc	cplx_MONOMER_FKBP2	protein_FKBP2_pc	PEPTDPROI	FKBP2	1		ASSUMED MONOMER	protein_FKBP2_pc(1)	pc	15654.167999999985
cplx_MONOMER_FKBP3_pc	cplx_MONOMER_FKBP3	protein_FKBP3_pc	PEPTDPROI	FKBP3	1		ASSUMED MONOMER	protein_FKBP3_pc(1)	pc	25184.646000000015
cplx_MONOMER_FKBP4_pc	cplx_MONOMER_FKBP4	protein_FKBP4_pc	PEPTDPROI	FKBP4	1		ASSUMED MONOMER	protein_FKBP4_pc(1)	pc	51789.978000000134
cplx_MONOMER_FKBP5_pc	cplx_MONOMER_FKBP5	protein_FKBP5_pc	PEPTDPROI	FKBP5	1		ASSUMED MONOMER	protein_FKBP5_pc(1)	pc	51203.67900000011
cplx_HOMODIMER_FLAD1_pc	cplx_HOMODIMER_FLAD1	protein_FLAD1_pc	FMNAT	FLAD1	2			protein_FLAD1_pc(2)	pc	108356.3240000004
cplx_MONOMER_FLVCR1_pc	cplx_MONOMER_FLVCR1	protein_FLVCR1_pc	PHEMEt	FLVCR1	1		ASSUMED MONOMER	protein_FLVCR1_pc(1)	pc	59858.285000000295
cplx_MONOMER_FN3K_pc	cplx_MONOMER_FN3K	protein_FN3K_pc	FRU3K;PROTKFRU3K;PROTKRBLK	FN3K	1			protein_FN3K_pc(1)	pc	35170.87900000004
cplx_MONOMER_FN3KRP_pc	cplx_MONOMER_FN3KRP	protein_FN3KRP_pc	PROTKRBLK	FN3KRP	1		ASSUMED MONOMER	protein_FN3KRP_pc(1)	pc	34410.94800000003
cplx_HOMODIMER_FTH1_pc	cplx_HOMODIMER_FTH1	protein_FTH1_pc	FISC	FTH1	2			protein_FTH1_pc(2)	pc	42428.74799999999
cplx_HETERODIMER_FTHL_pc	cplx_HETERODIMER_FTHL	protein_FTH1_pc;protein_FTL_pc	FISC	FTH1;FTL	1;1			protein_FTH1_pc(1);protein_FTL_pc(1)	pc	41226.81299999998
cplx_HOMODIMER_FTL_pc	cplx_HOMODIMER_FTL	protein_FTL_pc	FISC	FTL	2			protein_FTL_pc(2)	pc	40024.87799999996
cplx_MONOMER_FUT1_pc	cplx_MONOMER_FUT1	protein_FUT1_pc	FUTGLOBO1;FUTGAL2A;FUTINLC8CER1;FUTINLC8CER2;FUTLC4CER;FUTLC5CER;FUTNLC5CER;FUTNLC6CER;FUTNLC7CER;FUTPGBSIDE	FUT1	1		ASSUMED MONOMER	protein_FUT1_pc(1)	pc	41250.08000000005
cplx_MONOMER_FXN_pc	cplx_MONOMER_FXN	protein_FXN_pc	FEROX	FXN	1		ASSUMED MONOMER	protein_FXN_pc(1)	pc	23137.941000000006
cplx_MONOMER_FYN_pc	cplx_MONOMER_FYN	protein_FYN_pc	PROTYK	FYN	1		ASSUMED MONOMER	protein_FYN_pc(1)	pc	60756.32500000021
cplx_HOMOTETRAMER_G6PD_pc	cplx_HOMOTETRAMER_G6PD	protein_G6PD_pc	G6PDH2	G6PD	4			protein_G6PD_pc(4)	pc	237008.7160000007
cplx_HOMODIMER_GALE_pc	cplx_HOMODIMER_GALE	protein_GALE_pc	UDPG4E;UAG4E	GALE	2			protein_GALE_pc(2)	pc	76556.64600000012
cplx_HOMODIMER_GALK1_pc	cplx_HOMODIMER_GALK1	protein_GALK1_pc	GALK	GALK1	2			protein_GALK1_pc(2)	pc	84533.64800000026
cplx_MONOMER_GALK2_pc	cplx_MONOMER_GALK2	protein_GALK2_pc	GALK	GALK2	1			protein_GALK2_pc(1)	pc	50373.861000000164
cplx_MONOMER_GALM_pc	cplx_MONOMER_GALM	protein_GALM_pc	GALM;GLCM	GALM	1			protein_GALM_pc(1)	pc	37760.11800000002
cplx_MONOMER_GALNT10_pc	cplx_MONOMER_GALNT10	protein_GALNT10_pc	PROTSACGALT;PROTTACGALT	GALNT10	1		ASSUMED MONOMER	protein_GALNT10_pc(1)	pc	69001.26900000022
cplx_MONOMER_GALNT2_pc	cplx_MONOMER_GALNT2	protein_GALNT2_pc	PROTSACGALT;PROTTACGALT	GALNT2	1		ASSUMED MONOMER	protein_GALNT2_pc(1)	pc	64739.27200000028
cplx_MONOMER_GALNT4_pc	cplx_MONOMER_GALNT4	protein_GALNT4_pc	PROTSACGALT;PROTTACGALT	GALNT4	1		ASSUMED MONOMER	protein_GALNT4_pc(1)	pc	66666.26400000021
cplx_MONOMER_GALNT5_pc	cplx_MONOMER_GALNT5	protein_GALNT5_pc	PROTSACGALT;PROTTACGALT	GALNT5	1		ASSUMED MONOMER	protein_GALNT5_pc(1)	pc	106302.43699999985
cplx_MONOMER_GALNT6_pc	cplx_MONOMER_GALNT6	protein_GALNT6_pc	PROTSACGALT;PROTTACGALT	GALNT6	1		ASSUMED MONOMER	protein_GALNT6_pc(1)	pc	71163.98300000021
cplx_MONOMER_GALNT7_pc	cplx_MONOMER_GALNT7	protein_GALNT7_pc	PROTSACGALT;PROTTACGALT	GALNT7	1		ASSUMED MONOMER	protein_GALNT7_pc(1)	pc	75385.39100000012
cplx_HOMODIMER_GALT_pc	cplx_HOMODIMER_GALT	protein_GALT_pc	UGLT	GALT	2			protein_GALT_pc(2)	pc	86717.4000000002
cplx_HOMOTETRAMER_GAPDH_pc	cplx_HOMOTETRAMER_GAPDH	protein_GAPDH_pc	GAPD;E4PD;NADHHR;NADHHS	GAPDH	4			protein_GAPDH_pc(4)	pc	144223.7040000002
cplx_HOMOTETRAMER_GAPDHS_pc	cplx_HOMOTETRAMER_GAPDHS	protein_GAPDHS_pc	GAPD	GAPDHS	4			protein_GAPDHS_pc(4)	pc	178015.11600000056
cplx_HOMODIMER_GARS1_pc	cplx_HOMODIMER_GARS1	protein_GARS1_pc	GLYTRS;AP4ASYN	GARS1	2			protein_GARS1_pc(2)	pc	166323.6100000002
cplx_HOMODIMER_GART_pc	cplx_HOMODIMER_GART	protein_GART_pc	GARFT;PRAGS;PRAIS	GART	2			protein_GART_pc(2)	pc	215514.33799999917
cplx_MONOMER_GBE1_pc	cplx_MONOMER_GBE1	protein_GBE1_pc	GLBRAN	GBE1	1			protein_GBE1_pc(1)	pc	80454.02300000016
cplx_HOMODECAMER_GCH1_pc	cplx_HOMODECAMER_GCH1	protein_GCH1_pc	GTPCH1;GTPCH2;GTPCH3;GTPCH4	GCH1	10			protein_GCH1_pc(10)	pc	279058.55
cplx_HETERODIMER_GCL_pc	cplx_HETERODIMER_GCL	protein_GCLC_pc;protein_GCLM_pc	GLUCYS;GLU2ABUTS	GCLC;GCLM	1;1			protein_GCLC_pc(1);protein_GCLM_pc(1)	pc	103471.78500000024
cplx_MONOMER_GCNT2_pc	cplx_MONOMER_GCNT2	protein_GCNT2_pc	ACGAMNT2	GCNT2	1		ASSUMED MONOMER	protein_GCNT2_pc(1)	pc	46534.794000000125
cplx_MONOMER_GDE1_pc	cplx_MONOMER_GDE1	protein_GDE1_pc	GPDDA2;GPDDA3;GPDDA5;GPDDA6	GDE1	1		ASSUMED MONOMER	protein_GDE1_pc(1)	pc	37713.019000000015
cplx_MONOMER_GDPD1_pc	cplx_MONOMER_GDPD1	protein_GDPD1_pc	LPCOLPLD;GPDDA6;LNAPELPLD;LPCLPLD;LPELPLD	GDPD1	1		ASSUMED MONOMER	protein_GDPD1_pc(1)	pc	36170.828000000016
cplx_HOMODIMER_GFUS_pc	cplx_HOMODIMER_GFUS	protein_GFUS_pc	GFUCSx;GFUCSy	GFUS	2			protein_GFUS_pc(2)	pc	71774.58000000002
cplx_HOMODIMER_GGCT_pc	cplx_HOMODIMER_GGCT	protein_GGCT_pc	GGLUCTC;GGLUCT2ABUT	GGCT	2			protein_GGCT_pc(2)	pc	42002.99799999998
cplx_HOMODIMER_GLO1_pc	cplx_HOMODIMER_GLO1	protein_GLO1_pc	LGTHL	GLO1	2			protein_GLO1_pc(2)	pc	41542.997999999985
cplx_MONOMER_GLRX_pc	cplx_MONOMER_GLRX	protein_GLRX_pc	GRDX2CGTHR;GRDX2CGTHRDG;GTHNODN;SNOCYSDN	GLRX	1			protein_GLRX_pc(1)	pc	11777.659999999996
cplx_COMPLEX_PRDX6_GLRX_pc	cplx_COMPLEX_PRDX6_GLRX	protein_GLRX_pc;protein_PRDX6_pc	PRDX1GRDX2CDG	GLRX;PRDX6	1;2			protein_GLRX_pc(1);protein_PRDX6_pc(2)	pc	61843.10200000001
cplx_COMPLEX_SRXN1_GLRX_pc	cplx_COMPLEX_SRXN1_GLRX	protein_GLRX_pc;protein_SRXN1_pc	SRDX1GRDX2CDG	GLRX;SRXN1	1;1			protein_GLRX_pc(1);protein_SRXN1_pc(1)	pc	26037.683999999994
cplx_HOMODECAMER_GLUL_pc	cplx_HOMODECAMER_GLUL	protein_GLUL_pc	GLNS	GLUL	10			protein_GLUL_pc(10)	pc	420610.7300000009
cplx_MONOMER_GMDS_pc	cplx_MONOMER_GMDS	protein_GMDS_pc	GMAND	GMDS	1		ASSUMED MONOMER	protein_GMDS_pc(1)	pc	41948.32100000005
cplx_HETERODIMER_GMPPAB_pc	cplx_HETERODIMER_GMPPAB	protein_GMPPA_pc;protein_GMPPB_pc	MAN1PT	GMPPA;GMPPB	1;1			protein_GMPPA_pc(1);protein_GMPPB_pc(1)	pc	86118.72800000026
cplx_HOMOTETRAMER_GMPR_pc	cplx_HOMOTETRAMER_GMPR	protein_GMPR_pc	GMPR	GMPR	4			protein_GMPR_pc(4)	pc	149666.10800000027
cplx_HOMOTETRAMER_GMPR2_pc	cplx_HOMOTETRAMER_GMPR2	protein_GMPR2_pc	GMPR	GMPR2	4			protein_GMPR2_pc(4)	pc	151492.34000000032
cplx_HOMODIMER_GMPS_pc	cplx_HOMODIMER_GMPS	protein_GMPS_pc	GMPS2;GLUN;THIOGMPS;THIOGMPS2;GMPS	GMPS	2			protein_GMPS_pc(2)	pc	153419.35800000033
cplx_HOMOHEXAMER_GNPDA1_pc	cplx_HOMOHEXAMER_GNPDA1	protein_GNPDA1_pc	G6PDA	GNPDA1	6			protein_GNPDA1_pc(6)	pc	195991.19400000008
cplx_HOMOHEXAMER_GNPDA2_pc	cplx_HOMOHEXAMER_GNPDA2	protein_GNPDA2_pc	G6PDA	GNPDA2	6			protein_GNPDA2_pc(6)	pc	186488.32800000007
cplx_HOMODIMER_GOT1_pc	cplx_HOMODIMER_GOT1	protein_GOT1_pc	UNK3;PHETA1;2ABUTTA;ASPTA;GOATA;EHGLAT;3SALATA;CYSTA;LCYSTAT;OPHGLXTA;OPHOXATA;GTHGLXTA;GTHOXATA;TYRTA	GOT1	2			protein_GOT1_pc(2)	pc	92490.05800000025
cplx_HOMODIMER_GOT2_pc	cplx_HOMODIMER_GOT2	protein_GOT2_pc	PHETA1;CYSTA;LCYSTAT;KYNAKGAT;TYRTA;3HKYNAKGAT	GOT2	2			protein_GOT2_pc(2)	pc	95054.62800000032
cplx_MONOMER_GPCPD1_pc	cplx_MONOMER_GPCPD1	protein_GPCPD1_pc	GPDDA1;GPDDA2	GPCPD1	1		ASSUMED MONOMER	protein_GPCPD1_pc(1)	pc	76014.04200000016
cplx_HOMOTRIMER_GPHN_pc	cplx_HOMOTRIMER_GPHN	protein_GPHN_pc	MPMOBDT;MPTAT	GPHN	3			protein_GPHN_pc(3)	pc	239170.59600000078
cplx_HOMODIMER_GPI_pc	cplx_HOMODIMER_GPI	protein_GPI_pc	PGI;G6PM	GPI	2			protein_GPI_pc(2)	pc	126299.1180000005
cplx_HOMODIMER_GPT_pc	cplx_HOMODIMER_GPT	protein_GPT_pc	ALATA_L;VANILPYR	GPT	2			protein_GPT_pc(2)	pc	109270.78200000037
