reaction	genes	rho	pvalue	subsystem	category
ADRNLQ2ERz_L	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DOPAQ2ERz_L	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DPAMCHR2ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DPAMQ2ERz_L	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
DPCHR2ERz_L	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
ESTRADIOL23Q2ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Estrogen metabolism	Lipid metabolism
ESTRADIOL34Q2ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Estrogen metabolism	Lipid metabolism
ESTRONE23Q2ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Estrogen metabolism	Lipid metabolism
ESTRONE34Q2ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Estrogen metabolism	Lipid metabolism
IND56Q2ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
NRPPHRCHR2ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
NRPPHRQ2ERz_L	NQO2	0.1897833501102861	1.9061806756269584e-16	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
Q102ERz	NQO2	0.1897833501102861	1.9061806756269584e-16	Miscellaneous	Other
HEX4	HK1;HK3	0.1813324612661851	3.993960375084611e-15	Fructose and mannose metabolism	Carbohydrate metabolism
SNOHBGTHTN	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1754841274567327	3.01436624641726e-14	Hemoglobin binding and degradation	Reactive species
HEX10	HK1;HK3	0.1733136713478449	6.272054225681378e-14	Amino sugar and nucleotide sugar metabolism	Carbohydrate metabolism
GND	PGD	0.1666404551141849	5.627466923239511e-13	Pentose phosphate pathway	Carbohydrate metabolism
CU1tec	SLC31A1	0.1607163140419971	3.666391889293081e-12	Transport, extracellular	Transport reactions
AICRT	APRT	0.1508630621401158	7.110455787758324e-11	Purine metabolism	Nucleotide metabolism
PROTDMT_D	PCMT1	0.1489892866306696	1.2231832758056188e-10	Protein modification	Other
PROTISODMT_L	PCMT1	0.1489892866306696	1.2231832758056188e-10	Protein modification	Other
HBNOOXDNT	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.148469490933686	1.420116046060085e-10	Hemoglobin binding and degradation	Reactive species
OXYHBNOD	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.148469490933686	1.420116046060085e-10	Hemoglobin binding and degradation	Reactive species
CCLMETHBH	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
GLOBINRCCL	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
HBFE4OAR	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
HBFE4OCPP	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
HBFE4OPX	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
HBNONT	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
METHBONOOD2	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
METHBRCCL	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
METHBRHEMED	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
OXYHBAOX	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
OXYHBPX	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
SNOHBNO	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1455077788131286	3.2915766548930144e-10	Hemoglobin binding and degradation	Reactive species
LPCAT	AGPAT3;LPCAT1;LPCAT3;PRDX6	0.1453699704160964	3.421466399118456e-10	Glycerophospholipid metabolism	Lipid metabolism
METHBHEMED	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.1453107814652401	3.4787770777699323e-10	Hemoglobin binding and degradation	Reactive species
RBFK	RFK	0.1420692580430661	8.551746838172554e-10	Riboflavin metabolism	Metabolism of cofactors and vitamins
FUMAC2	FAH	0.1385670210680759	2.2093361187776436e-09	Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
PCOPLA2	ABHD16A;PLA2G4A;PLA2G4B;PRDX6	0.1382804445543695	2.385284671564508e-09	Ether lipid metabolism	Lipid metabolism
PCPLA2	ABHD16A;PLA2G4A;PLA2G4B;PRDX6	0.1382804445543695	2.385284671564508e-09	Glycerophospholipid metabolism	Lipid metabolism
PCPPLA2	ABHD16A;PLA2G4A;PLA2G4B;PRDX6	0.1382804445543695	2.385284671564508e-09	Ether lipid metabolism	Lipid metabolism
PEPPLA2	ABHD16A;PLA2G4A;PLA2G4B;PRDX6	0.1382804445543695	2.385284671564508e-09	Ether lipid metabolism	Lipid metabolism
HMBS	HMBS	0.1347751482128103	6.0128802266992474e-09	Porphyrin metabolism	Metabolism of cofactors and vitamins
AICAt	SLC29A1	0.1235234672677116	9.990792557949804e-08	Transport, extracellular	Transport reactions
DIMPNH	DNPH1	0.1199605088064675	2.314721623969473e-07	Nucleotide metabolism	Nucleotide metabolism
HBCOB	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	0.118271879164596	3.4184945498792135e-07	Hemoglobin binding and degradation	Reactive species
SNOHBCYSTN	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	0.1181196847094771	3.539837768539641e-07	Hemoglobin binding and degradation	Reactive species
MI145P5PP	INPP5A;INPP5B;MINPP1;SYNJ1	0.1158130325981193	5.974152852398327e-07	Inositol phosphate metabolism	Carbohydrate metabolism
ADPT	APRT	0.106258676436794	4.699773954116923e-06	Purine metabolism	Nucleotide metabolism
HCO3E	CA1;CA2;CA3	0.1044259219182494	6.84777282816952e-06	Miscellaneous	Other
TALA	TALDO1	-0.0917470474193946	7.824265474141186e-05	Pentose phosphate pathway	Carbohydrate metabolism
MI14P4PP	IMPA1;IMPA2;MINPP1	0.0848191584083005	0.0002618833684071	Inositol phosphate metabolism	Carbohydrate metabolism
MI1345P3PP	MINPP1;PTEN	0.0832054442684927	0.0003427319997281	Inositol phosphate metabolism	Carbohydrate metabolism
PROTKFRU3K	FN3K	-0.0813571077058005	0.0004637810194141	Protein modification	Other
PRDX1GTHG	GSTP1;PRDX6	0.0776575463406285	0.0008342940919494	Reactive species formation and detoxification	Reactive species
ESTRADIOL23Q2ERy	AKR1B1;AKR1C3;AKR7A2	0.0696818119204794	0.0027253961441652	Estrogen metabolism	Lipid metabolism
ESTRADIOL34Q2ERy	AKR1B1;AKR1C3;AKR7A2	0.0696818119204794	0.0027253961441652	Estrogen metabolism	Lipid metabolism
ESTRONE23Q2ERy	AKR1B1;AKR1C3;AKR7A2	0.0696818119204794	0.0027253961441652	Estrogen metabolism	Lipid metabolism
ESTRONE34Q2ERy	AKR1B1;AKR1C3;AKR7A2	0.0696818119204794	0.0027253961441652	Estrogen metabolism	Lipid metabolism
HBO2B1	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.0647543740680316	0.0053573233143106	Hemoglobin binding and degradation	Reactive species
MERCPURt	SLC29A1	0.0637772116253146	0.0060951973228599	Transport, extracellular	Transport reactions
NADHXD	NAXD	-0.0489357680607842	0.0354215780573211	Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
PGK	PGK1;PGK2	-0.0350482783446006	0.1320385159440572	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
METHBFMNR	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.0314860975595073	0.1760698038793189	Hemoglobin binding and degradation	Reactive species
LGTHL	GLO1	0.0250213194497744	0.282345060253366	Pyruvate metabolism	Carbohydrate metabolism
HBGLYC	HBA;HBB;HBD;HBE1;HBG1;HBG2;HBM;HBQ1;HBZ	-0.0187007175547491	0.4217206435454604	Hemoglobin binding and degradation	Reactive species
DPG3P	MINPP1	0.007044831349252	0.762160672176756	Glycolysis / Gluconeogenesis	Carbohydrate metabolism
A4GALTc	A4GALT			Glycosphingolipid biosynthesis - globo and isoglobo series	Other
ALATRS	AARS1			Aminoacyl-tRNA biosynthesis	Other
PRGNABCte	ABCB1			Transport, extracellular	Transport reactions
FE2PHEMEABCte	ABCB6;ABCG2			Transport, extracellular	Transport reactions
PPP9ABCte	ABCB6;ABCG2			Transport, extracellular	Transport reactions
BILRUBABCte	ABCC4			Transport, extracellular	Transport reactions
PGD21GH	ABHD16A;LYPLA2			Prostaglandin biosynthesis	Lipid metabolism
ABO1A	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ABO1B	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ABO2A	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ABO2B	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ABO3A	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ABO3AB	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ABO4A	ABO			Glycosphingolipid biosynthesis - globo and isoglobo series	Other
ABO4B	ABO			Glycosphingolipid biosynthesis - globo and isoglobo series	Other
ABO5A	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ABO5B	ABO			Glycosphingolipid biosynthesis - lacto and neolacto series	Other
ACACT1	ACAT2			Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism	Carbohydrate metabolism
ACMDAC	ACY1			Peptide metabolism	Other
ACYP2	ACYP1;ACYP2			Pyruvate metabolism	Carbohydrate metabolism
RBVDA	ADA			Ribavirin metabolism	Other
FAWOXx_10_10OH	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_10_10OXO	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_12_12OH	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_12_12OXO	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_14_14OH	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_14_14OXO	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_16_016OH	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_16_016OXO	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_20_5Z8Z11Z14Z20OH	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_20_5Z8Z11Z14Z20OXO	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_22_22OH	ADH5			Fatty acid oxidation	Lipid metabolism
FAWOXx_22_22OXO	ADH5			Fatty acid oxidation	Lipid metabolism
GTHNORDx	ADH5			Reactive species formation and detoxification	Reactive species
CYSAMO	ADO			Cysteine and methionine metabolism	Amino acid metabolism
ADPRDACAC1	ADPRS			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
POLYADPRH	ADPRS			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NADN2	ADPRS;OARD1			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
FKYNH	AFMID			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
ANGIO3ARGH	AGT;ANPEP;DPP3			Renin-angiotensin system	Other
ANGIO2ASPH	AGT;DNPEP			Renin-angiotensin system	Other
ANGIO2DDP	AGT;DPP3			Renin-angiotensin system	Other
ANGIO4DDP	AGT;DPP3			Renin-angiotensin system	Other
ANGIO58PEP	AGT;PREP			Renin-angiotensin system	Other
ANGIO1THOP	AGT;THOP1			Renin-angiotensin system	Other
SEAHCYSHYD	AHCY			Selenocompound metabolism	Amino acid metabolism
SNOCOARD	AKR1A1			Reactive species formation and detoxification	Reactive species
GHBDHy	AKR1A1;AKR7A2			Arginine and proline metabolism	Amino acid metabolism
GTHNORDy	AKR1A1;CBR1			Reactive species formation and detoxification	Reactive species
ANDRSTRNRy	AKR1C3			Androgen metabolism	Lipid metabolism
5ADHTRy	AKR1C3;DHRS11			Androgen metabolism	Lipid metabolism
RDH2y	AKR1C3;RDH11;RDH14			Retinol metabolism	Lipid metabolism
3DGDH	ALDH1A1			Fructose and mannose metabolism	Carbohydrate metabolism
MALDHx	ALDH1A1			Miscellaneous	Other
RADH1x	ALDH1A1			Retinol metabolism	Lipid metabolism
RADH2x	ALDH1A1			Retinol metabolism	Lipid metabolism
RADH3x	ALDH1A1			Retinol metabolism	Lipid metabolism
RADH4x	ALDH1A1			Retinol metabolism	Lipid metabolism
HPTALDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
HPTEAL2EDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
HXALDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
HXEAL2EDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
NONALDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
NONEAL2EDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
OCTALDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
OCTEAL2EDHx	ALDH1A1;ALDH3A1;ALDH3A2;ALDH3B1;ALDH9A1			Miscellaneous	Other
4H2HXEAL2EDHx	ALDH1A1;ALDH3A1;ALDH3B1			Miscellaneous	Other
4H2NNEAL2EDHx	ALDH1A1;ALDH3A1;ALDH3B1			Miscellaneous	Other
BZALDHx	ALDH1A1;ALDH3A1;ALDH3B1;ALDH9A1			Miscellaneous	Other
PPALDHx	ALDH1A1;ALDH3A2;ALDH9A1			Miscellaneous	Other
4HOXPACDORx	ALDH3A1;ALDH3B1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
4HOXPACDORy	ALDH3A1;ALDH3B1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
ALDD19x	ALDH3A1;ALDH3B1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
ALDD19y	ALDH3A1;ALDH3B1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
FRNSL2E6EDH	ALDH3A2			Cholesterol metabolism	Lipid metabolism
5HOXINDACTOX	ALDH3A2;ALDH9A1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
GLACOx	ALDH3A2;ALDH9A1			Ascorbate and aldarate metabolism	Carbohydrate metabolism
IMACTD	ALDH3A2;ALDH9A1			Histidine metabolism	Amino acid metabolism
MMALNDHx	ALDH3A2;ALDH9A1			Valine, leucine, and isoleucine metabolism	Amino acid metabolism
NABTNO	ALDH3A2;ALDH9A1			Arginine and proline metabolism	Amino acid metabolism
TMABADH	ALDH3A2;ALDH9A1			Lysine metabolism	Amino acid metabolism
ALDD20x	ALDH9A1			Phenylalanine, tyrosine and tryptophan metabolism	Amino acid metabolism
FBA3	ALDOA;ALDOB;ALDOC			Pentose phosphate pathway	Carbohydrate metabolism
FBA6	ALDOA;ALDOB;ALDOC			Pentose phosphate pathway	Carbohydrate metabolism
NTDAMPe	ALPL			Nucleotide metabolism	Nucleotide metabolism
ACMAH	APEH			Peptide metabolism	Other
ARGSL	ASL			Arginine and proline metabolism	Amino acid metabolism
B3GALNT1c	B3GALNT1			Glycosphingolipid biosynthesis - globo and isoglobo series	Other
BILIREDx	BLVRA;BLVRB			Porphyrin metabolism	Metabolism of cofactors and vitamins
BILIREDy	BLVRA;BLVRB			Porphyrin metabolism	Metabolism of cofactors and vitamins
FADRy	BLVRB			Riboflavin metabolism	Metabolism of cofactors and vitamins
FLVRy	BLVRB			Riboflavin metabolism	Metabolism of cofactors and vitamins
BPNT2	BPNT1			Sulfur metabolism	Reactive species
3MOBt2	BSG;EMB;SLC16A1;SLC16A7			Transport, extracellular	Transport reactions
4MOPt2	BSG;EMB;SLC16A1;SLC16A7			Transport, extracellular	Transport reactions
UREAHYDL	CA1;CA2;CA3			Arginine and proline metabolism	Amino acid metabolism
ASPCT	CAD			Pyrimidine metabolism	Nucleotide metabolism
DHORTS	CAD			Pyrimidine metabolism	Nucleotide metabolism
CYSTRS	CARS1			Aminoacyl-tRNA biosynthesis	Other
CRTSLRy	CBR1			Steroid metabolism	Lipid metabolism
CRTSTRNRy	CBR1			Steroid metabolism	Lipid metabolism
MNDN2ERy	CBR1			Miscellaneous	Other
PGE1DHy	CBR1			Prostaglandin biosynthesis	Lipid metabolism
PGE2DHy	CBR1			Prostaglandin biosynthesis	Lipid metabolism
PGE3DHy	CBR1			Prostaglandin biosynthesis	Lipid metabolism
PGF1DHy	CBR1			Prostaglandin biosynthesis	Lipid metabolism
PGF2DHy	CBR1			Prostaglandin biosynthesis	Lipid metabolism
PGF3DHy	CBR1			Prostaglandin biosynthesis	Lipid metabolism
FAt_hs_10_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4			Transport, extracellular	Transport reactions
FAt_hs_11_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4			Transport, extracellular	Transport reactions
FAt_hs_5_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4			Transport, extracellular	Transport reactions
FAt_hs_6_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4			Transport, extracellular	Transport reactions
FAt_hs_7_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4			Transport, extracellular	Transport reactions
FAt_hs_8_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4			Transport, extracellular	Transport reactions
FAt_hs_9_0	CD36;FABP1;FABP5;SLC27A2;SLC27A4			Transport, extracellular	Transport reactions
CADPRBPH	CD38			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
DNADPL	CD38			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NADPL	CD38			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
NADPN	CD38			Nicotinate and nicotinamide metabolism	Metabolism of cofactors and vitamins
It	CLCN2;CLIC1;CLIC4;LRRC8A;PANX1			Transport, extracellular	Transport reactions
5FLUMPK	CMPK1			5-fluorouracil metabolism	Other
GFDPP	CNDP2			Peptide metabolism	Other
GGDPP	CNDP2			Peptide metabolism	Other
GLDPP	CNDP2			Peptide metabolism	Other
GWDPP	CNDP2			Peptide metabolism	Other
LADPP	CNDP2			Peptide metabolism	Other
LGDPP	CNDP2			Peptide metabolism	Other
LLDPP	CNDP2			Peptide metabolism	Other
VLDPP	CNDP2			Peptide metabolism	Other
FLDPP	CNDP2;LTA4H			Peptide metabolism	Other
FYDPP	CNDP2;LTA4H			Peptide metabolism	Other
KLDPP	CNDP2;LTA4H			Peptide metabolism	Other
PFDPP	CNDP2;LTA4H			Peptide metabolism	Other
PLDPP	CNDP2;LTA4H			Peptide metabolism	Other
23CN3PA	CNP			Nucleotide metabolism	Nucleotide metabolism
23CN3PC	CNP			Nucleotide metabolism	Nucleotide metabolism
23CN3PG	CNP			Nucleotide metabolism	Nucleotide metabolism
23CN3PU	CNP			Nucleotide metabolism	Nucleotide metabolism
CRNAT_10_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_10_2E	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_10_2E6Z	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_10_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_10_DC	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_11_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_12_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_12_2E	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_12_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_12_DC	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_13_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_14_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_14_2E	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_14_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_14_5E8Z	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_14_5E8Z3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_14_5Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_14_7Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_14_7Z3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_14_9Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_15_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_16_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_16_2E	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_16_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_16_7E10Z3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_16_7Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_16_9Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_16_9Z3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_16_DC	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_17_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_17_10Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_17_9Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_11Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_13Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_2E	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_18_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_18_6Z9Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_6Z9Z12Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_6Z9Z12Z15Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_7Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_9E	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_9Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_9Z12Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_9Z12Z15Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_18_9Z12Z3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_18_9Z3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_19_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_11Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_11Z14Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_11Z14Z17Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_13Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_5Z8Z11Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_5Z8Z11Z14Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_5Z8Z11Z14Z17Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_8Z11Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_8Z11Z14Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_8Z11Z14Z17Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_20_9Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_21_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_10Z13Z16Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_10Z13Z16Z19Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_11Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_13Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_13Z16Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_13Z16Z19Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_4Z7Z10Z13Z16Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_4Z7Z10Z13Z16Z19Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_7Z10Z13Z16Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_22_7Z10Z13Z16Z19Z	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_6_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_6_2E	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_6_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_6_DC	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_7_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
CRNAT_7_3OH_S	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_7_DC	CPT1A			Fatty acid oxidation	Lipid metabolism
CRNAT_8_0	CPT1A			Carnitine shuttle (cytosolic)	Lipid metabolism
