Variables		Flux and Age	Flux and Age	Flux and BMI	Flux and BMI	Flux and Weight	Flux and Weight	Flux and Height	Flux and Height	Flux and Hemolysis.volume	Flux and Hemolysis.volume	Flux and Hemolysis.hct	Flux and Hemolysis.hct	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_total_hb	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.storage_pct_hemol	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_total_hb	Flux and Hemolysis.pink_pct_hemol	Flux and Hemolysis.pink_pct_hemol	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Storage.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Osmotic.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Recall.Transfer.Oxidative.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Storage.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Osmotic.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and Adjusted.Oxidative.Hemolysis	Flux and CBC.WBC	Flux and CBC.WBC	Flux and CBC.RBC	Flux and CBC.RBC	Flux and CBC.HGB	Flux and CBC.HGB	Flux and CBC.HCT	Flux and CBC.HCT	Flux and CBC.MCV	Flux and CBC.MCV	Flux and CBC.RDW	Flux and CBC.RDW	Flux and CBC.PLT	Flux and CBC.PLT	Flux and Ferritin	Flux and Ferritin	subsystem	category
4GTH56DHIABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
4SGTH2OHE1ABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
4SGTH2OHE2ABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
56DHIGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
ADRNLGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
ARSSELDIGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
DOPAGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
DPAMGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
GTHNOABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
GTHOXABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
LADRNCHRGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
LDPCHRGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
LNRPPHRCHRGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
NRPPHRGTHABCte	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
PGA1GTHABC	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
PGA2GTHABC	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
PGA3GTHABC	ABCC1;ABCC4;RALBP1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Transport, extracellular	Transport reactions
TMDPK	TPK1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Thiamine metabolism	Metabolism of cofactors and vitamins
TMDPK2	TPK1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Thiamine metabolism	Metabolism of cofactors and vitamins
TMDPK3	TPK1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Thiamine metabolism	Metabolism of cofactors and vitamins
TMDPK4	TPK1	0.143039899208945	6.546437607986946e-10	-0.0597498032265599	0.0101961792727872	-0.057278857819699	0.0137902675107704	-0.025760034292873	0.268373366432845	0.0109600973633849	0.6377463741472016	0.3450027794355327	8.50621134485725e-53	0.3296676030726323	4.26103857671844e-48	-0.0597898045340332	0.010206993037609	-0.0143063443167711	0.5388045416882735	0.0712666020591087	0.0021733511432416	-0.0798624471480165	0.0006470287426367	0.0604334374281547	0.0098950976512315	-0.0931742299738606	6.834499657414567e-05	-0.0416061961380758	0.0739871704643475	0.1392888387841556	1.8202846566768742e-09	-0.1273506763955779	2.679768257748361e-06	0.0392298223990269	0.0950362743636657	-0.1038637146290532	9.416163482940633e-06	0.0516000715875316	0.0280605805976952	0.0274758530603888	0.2424058326567618	0.2052583404439988	1.0901704103327454e-18	-0.1531247872855386	5.664543716292569e-11	0.0652602673022534	0.0054523461797197	-0.003926817753174	0.8661452938234592	Thiamine metabolism	Metabolism of cofactors and vitamins
PGD2Ry	AKR1C3	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Prostaglandin biosynthesis	Lipid metabolism
PRPPPP	NUDT4	0.1725208603416344	8.177654888729427e-14	-0.0446289773419383	0.0550876034686413	-0.1104331788074207	1.9485195868750225e-06	-0.156515804032188	1.3281019803587334e-11	-0.0552679328194416	0.017497337689568	0.2495222654729654	1.2580492520798686e-27	0.2347381745964341	1.494606072210398e-24	-0.0112872514743913	0.6280215579692132	0.016846250840059	0.4692166347587893	-0.0946640071283045	4.584586581876201e-05	-0.0346330307395535	0.1395872533075545	-0.0723299487125159	0.0020118656190942	-0.0233044050135756	0.3202593290181149	0.0087661977837969	0.7067008694087806	-0.0252816407162276	0.27736628178931	-0.0557893625278416	0.0404103582093977	0.0749034551371397	0.0014190766460684	-0.0678209787589753	0.0038731844883869	-0.1008673506759675	1.6949866533110918e-05	-0.0465975832181104	0.0473388966381287	0.0551248143316042	0.0189407096350429	0.0229758491608099	0.3283312142706744	0.1663894515635034	1.0209651400715477e-12	-0.1499668500426693	9.552234443964508e-11	Starch and sucrose metabolism	Carbohydrate metabolism
ALDD2y	ALDH3A1;ALDH3B1	0.1018361076724895	1.1534103714948264e-05	-0.0330388532807317	0.1556912390196262	-0.0196227016915401	0.3991957945311021	0.0079421552361482	0.7329570266063621	-0.0270922568940817	0.244392559539503	0.1914322829529375	1.035226494683823e-16	0.1685208189596967	3.059737232161297e-13	-0.0059875376242964	0.7971683659529987	-0.0026252457439755	0.9102058696531922	-0.0035727777913982	0.8780162402506275	-0.0460761939313333	0.0493088273808551	-0.0178415207341108	0.446721494322032	0.0019401172764209	0.93406289332878	0.0186957833188496	0.4222206878580493	0.0457724606056696	0.0491390405626085	-0.0703213845893891	0.0097497875505087	-0.0069096531751847	0.7688130379619756	0.0147422519042202	0.5305653601814377	0.0039618061961153	0.8661672565945919	0.0396447736164209	0.0915877214539197	0.0222746976983715	0.3433109548997247	-0.0370463120357563	0.1149278316284814	0.0723951976446999	0.0020450583828327	-0.0375021196589158	0.1073278696197682	Pyruvate metabolism	Carbohydrate metabolism
LTA4H	LTA4H	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Leukotriene metabolism	Lipid metabolism
LTA5H	LTA4H	0.1407309047090183	1.2324830530707515e-09	-0.0255412842502672	0.2724603258106564	-0.0726586151144245	0.0017750686561037	-0.1020017992777821	1.1159808440956548e-05	0.0087969800126488	0.7054905644175264	0.3506579312017626	1.344864417910929e-54	0.2677004713265219	1.0720464285246639e-31	-0.0023781093565042	0.9186940096084236	-0.023832625427803	0.305845687839915	-0.1454624781022645	3.3337343765133897e-10	-0.0234897056815188	0.3164255634428606	-0.1478826898462034	2.2800365674209183e-10	-0.1142629686414971	1.0153796760684693e-06	0.0145914050995513	0.5310788633093004	-0.0604582342231452	0.0093326873127767	-0.0729788169500512	0.0073072712917449	0.0227861193545174	0.3323422663167305	-0.0105453204359383	0.6537262789122571	-0.0673778899098947	0.0041125588746172	-0.0352717325955211	0.1333908243701756	0.000159626441837	0.9945822262827408	0.0102913252295615	0.6615412479247221	0.147324399784987	2.9510247183445477e-10	-0.0972087926608086	2.882790319041163e-05	Leukotriene metabolism	Lipid metabolism
