Variables		Abundance and Age	Abundance and Age	Abundance and BMI	Abundance and BMI	Abundance and Weight	Abundance and Weight	Abundance and Height	Abundance and Height	Abundance and Hemolysis.volume	Abundance and Hemolysis.volume	Abundance and Hemolysis.hct	Abundance and Hemolysis.hct	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_total_hb	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.storage_pct_hemol	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_total_hb	Abundance and Hemolysis.pink_pct_hemol	Abundance and Hemolysis.pink_pct_hemol	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Storage.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Osmotic.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Recall.Transfer.Oxidative.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Storage.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Osmotic.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and Adjusted.Oxidative.Hemolysis	Abundance and CBC.WBC	Abundance and CBC.WBC	Abundance and CBC.RBC	Abundance and CBC.RBC	Abundance and CBC.HGB	Abundance and CBC.HGB	Abundance and CBC.HCT	Abundance and CBC.HCT	Abundance and CBC.MCV	Abundance and CBC.MCV	Abundance and CBC.RDW	Abundance and CBC.RDW	Abundance and CBC.PLT	Abundance and CBC.PLT	Abundance and Ferritin	Abundance and Ferritin	subsystem	category
FACOAE_18_13Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_6Z9Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_6Z9Z12Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_6Z9Z12Z15Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_7Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9E	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9Z12Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_18_9Z12Z15Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_19_0	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_0	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_11Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_11Z14Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_11Z14Z17Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_13Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_5Z8Z11Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_5Z8Z11Z14Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_5Z8Z11Z14Z17Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_8Z11Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_8Z11Z14Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_8Z11Z14Z17Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
FACOAE_20_9Z	ACOT7;MBLAC2	0.0356966870479915	0.1250313776649602	-0.123207357322181	1.0774376343607521e-07	-0.1226025088659825	1.2442568953808606e-07	-0.0507061510154419	0.0292795497175145	0.082964848448085	0.0003566177949466	0.429398368357007	8.644072196836234e-84	0.3056119824286457	2.9966061337749816e-41	-0.1279366664915886	3.5022574803164e-08	-0.0910904001247001	8.806055202446933e-05	-0.0751348065724989	0.0012279505036593	-0.0832787372388511	0.0003743882746399	-0.0837553566929558	0.0003463117184071	-0.1900266098809277	2.8836553301640033e-16	-0.1092294533581154	2.5676821909208967e-06	0.0075577227826251	0.7454240338222232	-0.0193320237120814	0.4778825886920149	0.0408608655129197	0.0820568157912419	-0.0643836135750042	0.0061139074244365	-0.0169110698465508	0.4718832656193767	-0.042524654398001	0.0703358544838734	0.0454260201622805	0.0531943260394177	-0.0954564066596574	4.704508548982229e-05	0.1126132955881986	1.542398818289131e-06	0.0133714520495181	0.5659768792094604	Acyl-CoA hydrolysis	Lipid metabolism
DGSHAMID	NIT1	0.0633212168994501	0.0064698532293596	-0.1401717481783521	1.4343473559812664e-09	-0.151140803211219	6.557300078514647e-11	-0.0792165081002485	0.0006533503772679	0.0719608317564407	0.0019654808672545	0.4210935285373191	2.5210262387276844e-80	0.2800720811936164	1.1855326227894331e-34	-0.1208514998087956	1.923678244883418e-07	-0.0644513332234933	0.0055770382387302	-0.0963610315868307	3.335525295676748e-05	-0.0917008924440431	8.9012962992276e-05	-0.0885871248396316	0.0001536209428632	-0.1819002612847559	5.1876699649182915e-15	-0.0992680431837497	1.941010876793572e-05	-0.0037585214942295	0.8717279931035606	-0.0199340275862279	0.4642801519710073	0.0008504846694098	0.971140340569761	-0.0393714640776882	0.0938476276645534	-0.0271162589120848	0.2486274952394262	-0.0370828352506677	0.1145700916158875	0.0254183271520129	0.2795080700171073	-0.0455625925802207	0.0524820298191465	0.1552779895582618	3.019950485659471e-11	-0.0199900429031135	0.3908121818794529	Glutathione metabolism	Amino acid metabolism
DOPHAMID	NIT1	0.0633212168994501	0.0064698532293596	-0.1401717481783521	1.4343473559812664e-09	-0.151140803211219	6.557300078514647e-11	-0.0792165081002485	0.0006533503772679	0.0719608317564407	0.0019654808672545	0.4210935285373191	2.5210262387276844e-80	0.2800720811936164	1.1855326227894331e-34	-0.1208514998087956	1.923678244883418e-07	-0.0644513332234933	0.0055770382387302	-0.0963610315868307	3.335525295676748e-05	-0.0917008924440431	8.9012962992276e-05	-0.0885871248396316	0.0001536209428632	-0.1819002612847559	5.1876699649182915e-15	-0.0992680431837497	1.941010876793572e-05	-0.0037585214942295	0.8717279931035606	-0.0199340275862279	0.4642801519710073	0.0008504846694098	0.971140340569761	-0.0393714640776882	0.0938476276645534	-0.0271162589120848	0.2486274952394262	-0.0370828352506677	0.1145700916158875	0.0254183271520129	0.2795080700171073	-0.0455625925802207	0.0524820298191465	0.1552779895582618	3.019950485659471e-11	-0.0199900429031135	0.3908121818794529	Glutathione metabolism	Amino acid metabolism
5FLURAt	SLC29A1	0.0263140913239735	0.2582107341380036	-0.1295975968891492	2.257485740199569e-08	-0.1371888664356499	3.1891491914423182e-09	-0.0609123344914094	0.0088140777256207	0.0333751869551037	0.1515227117017866	0.2743942544886412	2.816568821746089e-33	0.186666218491856	5.95399692392735e-16	-0.1401723002424532	1.478606902399427e-09	-0.0241047741622661	0.3003541115992806	-0.0839648400835695	0.0003021477483637	-0.0537314819378266	0.0218494406630099	-0.0830864621986152	0.0003863054182987	-0.2084694896463539	2.497577142948568e-19	-0.1352193041441823	5.5096262000046175e-09	-0.0430100735565232	0.0645246471109088	-0.0434659366011234	0.1104183591998593	-0.025385289116179	0.2801337100328314	-0.1565831673302415	2.053750971163166e-11	-0.029962762122347	0.2023627811076467	-0.0726931452639756	0.0019592958224497	0.1570545557582823	1.7853433970209798e-11	-0.08371939786831	0.0003603506475388	0.1238609502145752	1.2285061891050233e-07	0.0244880922051003	0.2931239714698715	Transport, extracellular	Transport reactions
