reactions	references
5FTHFABCte	pubmed:12036927
5FTHF_5MTHFtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
5FTHF_AICARtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
5FTHF_OHtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
5FTHF_THMMPtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
5MTAtec	pubmed:3474231;pubmed:6838867;pubmed:7339300
5MTHFABCte	pubmed:12036927
5MTHF_AICARtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
5MTHF_OHtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
5MTHF_THMMPtex	pubmed:11038362;pubmed:22554803;pubmed:36265513;pubmed:659590;pubmed:8205249;pubmed:9211258
5OXPRO_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
5OXPRO_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
5OXPRO_BUTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
5OXPRO_DLACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
5OXPRO_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
5OXPRO_PPAtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
5OXPROt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
78DHBPTt	pubmed:20956085;pubmed:8926533
ABTt	pubmed:15234337
ACAC_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
ACAC_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
ACACt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
ACALDt	pubmed:28460
ACHt
ACNAMt2	pubmed:12765793
AC_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
ACt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:5027080;pubmed:6764785;pubmed:8476015
ADEt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:2141093;pubmed:2630803;pubmed:26455426;pubmed:27759477;pubmed:3379069;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
ADMARGARGtex	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:6817948;pubmed:7055559;pubmed:7915653
ADMARGCITRtex	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:6817948;pubmed:7055559;pubmed:7915653
ADMARGHIStex	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:6817948;pubmed:7055559;pubmed:7915653
ADMARGLYStex	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:6817948;pubmed:7055559;pubmed:7915653
ADMARGORNtex	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:6817948;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
ADMARGt_L	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:6817948;pubmed:7915653
ADNt	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:19540949;pubmed:2141093;pubmed:2630803;pubmed:27491795;pubmed:27759477;pubmed:33806028;pubmed:4072092;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
ADRNLGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
ADRNLt	pubmed:34925607;pubmed:4628221;pubmed:8737076
AG1tec	pubmed:16135512;pubmed:20569931
AICAt	pubmed:14466986;pubmed:19602584;pubmed:4696411;pubmed:4726849;pubmed:5027755;pubmed:5160738;pubmed:5545262
AICt	pubmed:14466986;pubmed:26455426;pubmed:3379069
AKGtec	pubmed:20498365
ALAADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
ALAARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ALAASNNaEx	pubmed:6109287
ALAASNex
ALABt	pubmed:32339326;pubmed:8788940
ALACITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ALACYSNaEx	pubmed:32318874;pubmed:6109287
ALACYSex
ALAGLNNaEx	pubmed:6109287
ALAGLNex
ALAGLYex
ALAHCYSNaEx	pubmed:1623596;pubmed:32318874;pubmed:36671064
ALAILEex
ALALEUex
ALALYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ALAMETex
ALAMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
ALAORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
ALAPHEex
ALAPROASCT1	pubmed:32318874
ALAPROex
ALASERNaEx	pubmed:32318874
ALASERex
ALATHRNaEx	pubmed:32318874
ALATHRex
ALATRPex
ALATYRex
ALAVALex
ALAtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
ANDRSTNDNt	pubmed:34925607;pubmed:4479710;pubmed:5510923;pubmed:7918566
APRGSTRNt	pubmed:34925607;pubmed:4479710;pubmed:5510923;pubmed:7918566
ARAB_Lt	pubmed:4487965
ARGCITRtex	pubmed:32318874;pubmed:6817948;pubmed:7055559;pubmed:7915653
ARGHIStex	pubmed:32318874;pubmed:6817948;pubmed:7055559;pubmed:7915653
ARGLYStex	pubmed:32318874;pubmed:6817948;pubmed:7055559;pubmed:7915653
ARGORNtex	pubmed:32318874;pubmed:6817948;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:79156
ARGtec	pubmed:32318874;pubmed:6817948;pubmed:7915653;pubmed:9279204
ARSNA_Cltex	pubmed:15788720;pubmed:22177801;pubmed:32652143
ARSNIt	pubmed:15788720;pubmed:22177801;pubmed:32652143
ARSSELDIGTHABCte	pubmed:15788720;pubmed:22177801;pubmed:32652143
ASCBt	pubmed:9405334;pubmed:9586809
ASNADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
ASNALANaEx	pubmed:6109287
ASNARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ASNCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ASNCYSNaEx	pubmed:6109287
ASNCYSex
ASNGLNNaEx	pubmed:6109287
ASNGLNex
ASNGLYex
ASNILEex
ASNLEUex
ASNLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
ASNMETex
ASNMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
ASNNaHtex	pubmed:6144310;pubmed:7372663;pubmed:7915653
ASNORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
ASNPHEex
ASNPROex
ASNSERNaEx	pubmed:6109287
ASNSERex
ASNTHRNaEx	pubmed:6109287
ASNTHRex
ASNTRPex
ASNTYRex
ASNVALex
ASNtec	pubmed:32318874;pubmed:7055559;pubmed:7915653
ASPNaHKtex	pubmed:22389252;pubmed:29079593
ASPte	pubmed:29079593
ATPte	pubmed:20622111;pubmed:21921036;pubmed:23742824;pubmed:30061676;pubmed:30308949;pubmed:35147247
BILRUBABCte
BUT_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
BUT_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
BUT_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
BUT_PPAtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
BUTt2r	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
CA2t	pubmed:18209485;pubmed:25955826;pubmed:2630804;pubmed:28496185;pubmed:29057326;pubmed:33690597;pubmed:33806028;pubmed:38033286
CAATPS1	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1645713;pubmed:1663743;pubmed:19540949;pubmed:21948947;pubmed:25998731;pubmed:2851048;pubmed:29057326;pubmed:4271735;pubmed:6118988;pubmed:6122443;pubmed:6125268;pubmed:6135511
CAATPS2	doi:10.1016/B978-0-12-677201-2.X5001-6;pubmed:1645713;pubmed:1663743;pubmed:19540949;pubmed:21948947;pubmed:25998731;pubmed:2851048;pubmed:29057326;pubmed:4271735;pubmed:6118988;pubmed:6122443;pubmed:6125268;pubmed:6135511
CAMPABCte	pubmed:26515061;pubmed:5403993;pubmed:6096072;pubmed:9283087
CAMPtec	pubmed:21446918;pubmed:26377792;pubmed:29976888;pubmed:6096072
CD2DMT1t	pubmed:17109629;pubmed:23177986
CD2_2HCO3t	pubmed:22456662;pubmed:22898811;pubmed:2484233;pubmed:27422508;pubmed:8930838
CD2t	pubmed:2484233;pubmed:32646441;pubmed:8930838;pubmed:9315607
CGMPABCte	pubmed:26515061;pubmed:29244191;pubmed:6096072;pubmed:8837234;pubmed:9283087
CGMPtec	pubmed:21446918;pubmed:26377792;pubmed:29244191;pubmed:29976888;pubmed:6096072;pubmed:8837234
CHOLtec	pubmed:4718240;pubmed:5651769
CHSTEROLABCte	pubmed:32907987
CHSTEROLt	pubmed:5792244
CIMPABCte	pubmed:26515061;pubmed:6243958;pubmed:9283087
CIMPtec	pubmed:6243958
CITt	pubmed:27813142
CO2t	doi:10.1134/S1990747816040097;pubmed:11861637;pubmed:20457942;pubmed:23417980;pubmed:26354748;pubmed:33633837;pubmed:35835865;pubmed:36643550;pubmed:8576117
COBALT2DMT1t	pubmed:17109629;pubmed:21420882;pubmed:23177986
COBALT2_2HCO3t	pubmed:22456662;pubmed:22898811;pubmed:27422508
COBALT2te	pubmed:21420882;pubmed:24304836;pubmed:29599243;pubmed:30409893
COt	pubmed:23815439
CPPP1ABCte	pubmed:17661442;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
CPPP3ABCte	pubmed:17661442;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
CPPPG3ABCte	pubmed:17661442;pubmed:22655043;pubmed:23792964;pubmed:29192381;pubmed:35950458
CREAT2NaClt	pubmed:6732753;pubmed:7211065;pubmed:7397170;pubmed:8044895
CREATt	pubmed:6732753;pubmed:7211065;pubmed:7397170;pubmed:8044895
CRNt	pubmed: 9051091
CRNtuNa	pubmed:31701585;pubmed:9051091
CRTNt	pubmed:21446918;pubmed:26377792;pubmed:29976888;pubmed:6732753;pubmed:7211065;pubmed:7397170
CRTSLt	pubmed:34925607;pubmed:3571425;pubmed:4479710;pubmed:7918566
CRTSTRNt
CU1ABCte	pubmed:16549536;pubmed:18243141;pubmed:33806028;pubmed:9164668
CU1tec	pubmed:16135512;pubmed:16549536;pubmed:18243141;pubmed:20569931;pubmed:9164668
CYSADMARGNaEx	pubmed:22367507;pubmed:22705145;pubmed:32318874;pubmed:35624807;pubmed:7055559;pubmed:7915653
CYSALANaEx	pubmed:32318874;pubmed:6109287
CYSARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
CYSCITRNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
CYSGLNex
CYSGLYex
CYSILEex
CYSIt	pubmed:32318874;pubmed:7055559;pubmed:7915653
CYSLYSNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653
CYSMETex
CYSMMARGNaEx	pubmed:32318874;pubmed:7055559;pubmed:7915653;pubmed:9279204
CYSORNNaEx	pubmed:32318874;pubmed:6893152;pubmed:7055559;pubmed:7081429;pubmed:7915653
CYSPHEex
CYSPROex
CYSSERNaEx	pubmed:32318874;pubmed:6109287
CYSSERex
CYSTHRNaEx	pubmed:32318874;pubmed:6109287
CYSTHRex
CYSTRPex
CYSTYRex
CYSVALex
CYS_Cltex	pubmed:34669510
CYStec	pubmed:32318874;pubmed:7055559;pubmed:7915653
CYTDt	pubmed:27759477;pubmed:33806028;pubmed:4696411;pubmed:5027755;pubmed:5160738;pubmed:5545262
ClFORtex2	pubmed:12759755
ClHCO3tex2	pubmed:12759755
ClOHtex2	pubmed:12759755
ClOXAtex2	pubmed:12759755
ClPItex	pubmed:3204363;pubmed:34669510
Clt	pubmed:23284076;pubmed:2630804
DHAAt1r	pubmed:34938201;pubmed:518602;pubmed:9405334;pubmed:9586809
DHAt	pubmed:12125098
DHET1112te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DHET1314te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DHET56te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DHET89te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DHLIPTt	pubmed:7632170
DHNPTte
DIHDPA1011te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHDPA1314te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHDPA1617te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHDPA1920te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHDPA78te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHETE1112te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHETE1718te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHETE56te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHETE78te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHETEt1314e	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHOME910te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIHOMEt1213e	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
DIIODTHYt2
DLAC_ACACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
DLAC_ACtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
DLAC_BUTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
DLAC_GLYCLTtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
DLAC_PPAtex	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
DOPAGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
DPAMGTHABCte	pubmed:11437348;pubmed:16364236;pubmed:17710652
D_LACt2	pubmed:11005765;pubmed:12739169;pubmed:22131303;pubmed:22162139;pubmed:22878645;pubmed:25371203;pubmed:6764785;pubmed:8476015
EDP1011te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EDP1314te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EDP1617te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EDP1920te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EDP78te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EEQ1112te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EEQ1415te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EEQ1718te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EEQ56te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EEQ89te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EET1112te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EET1314te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EET56te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EET89te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EPOME1213te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
EPOME910te	pubmed:15294349;pubmed:17164127;pubmed:17651993;pubmed:20631410;pubmed:21398593;pubmed:22178722;pubmed:31782268;pubmed:33112511;pubmed:36643550
ERGOTHtuNa	pubmed:10491340;pubmed:15795384
ERYLTt	pubmed:28484010
ESTRADIOLt	pubmed:163969;pubmed:4479710;pubmed:7918566
ESTRONEt	pubmed:163969;pubmed:4479710;pubmed:7918566
ETHAt	pubmed:4718240
ETOHt	pubmed:12228763;pubmed:7847607
FAt_16_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_16_2E	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_18_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_18_9Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_18_9Z12Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_20_5Z8Z11Z14Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_10_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_11_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_12_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_13_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_14_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_14_5Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_14_7Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_14_9Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_15_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_16_7Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_16_9Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_17_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_17_10Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_17_9Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_11Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_13Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_6Z9Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_6Z9Z12Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_6Z9Z12Z15Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_7Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_9E	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_18_9Z12Z15Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_19_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_0	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_11Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_11Z14Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_11Z14Z17Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_13Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_5Z8Z11Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_5Z8Z11Z14Z17Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_8Z11Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_8Z11Z14Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
FAt_hs_20_8Z11Z14Z17Z	pubmed:14175619;pubmed:2036445;pubmed:20498721;pubmed:5041270;pubmed:7572221;pubmed:7707348;pubmed:8732257;pubmed:9972864
